ds,session,chunk,view,frame_idx,task_id,image_uri,width,height,src_key,src_frame,n_boxes,n_boxes_machine,machine_src,review_round,labeled_by,labeled_ts,set_uid,subject,boxes_json
faceback-45-left,20260419_091248_TYMVSS,001,lview,600,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f000600.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,600,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:36,6e08fae6cd41d3a5,k000600:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,660,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f000660.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,660,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:36,6e08fae6cd41d3a5,k000660:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,720,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f000720.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,720,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:36,6e08fae6cd41d3a5,k000720:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,780,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f000780.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,780,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:36,6e08fae6cd41d3a5,k000780:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,840,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f000840.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,840,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:36,6e08fae6cd41d3a5,k000840:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,900,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f000900.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,900,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:37,6e08fae6cd41d3a5,k000900:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,960,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f000960.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,960,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:37,6e08fae6cd41d3a5,k000960:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1020,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001020.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1020,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:37,6e08fae6cd41d3a5,k001020:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1080,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001080.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1080,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:37,6e08fae6cd41d3a5,k001080:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1140,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001140.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1140,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:37,6e08fae6cd41d3a5,k001140:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1200,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001200.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1200,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:40,6e08fae6cd41d3a5,k001200:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1260,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001260.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1260,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:40,6e08fae6cd41d3a5,k001260:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1320,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001320.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1320,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:40,6e08fae6cd41d3a5,k001320:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1380,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001380.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1380,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:41,6e08fae6cd41d3a5,k001380:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1440,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001440.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1440,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:41,6e08fae6cd41d3a5,k001440:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1500,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001500.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1500,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:41,6e08fae6cd41d3a5,k001500:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1560,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001560.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1560,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:41,6e08fae6cd41d3a5,k001560:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1620,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001620.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1620,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:41,6e08fae6cd41d3a5,k001620:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1680,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001680.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1680,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:41,6e08fae6cd41d3a5,k001680:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1740,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001740.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1740,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:42,6e08fae6cd41d3a5,k001740:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1800,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001800.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1800,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:42,6e08fae6cd41d3a5,k001800:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1860,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001860.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1860,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:42,6e08fae6cd41d3a5,k001860:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1920,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001920.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1920,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:42,6e08fae6cd41d3a5,k001920:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,1980,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f001980.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,1980,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:42,6e08fae6cd41d3a5,k001980:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2040,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002040.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2040,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:43,6e08fae6cd41d3a5,k002040:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2100,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002100.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2100,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:43,6e08fae6cd41d3a5,k002100:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2160,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002160.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2160,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:43,6e08fae6cd41d3a5,k002160:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2220,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002220.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2220,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:43,6e08fae6cd41d3a5,k002220:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2280,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002280.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2280,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:43,6e08fae6cd41d3a5,k002280:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2340,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002340.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2340,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:44,6e08fae6cd41d3a5,k002340:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2400,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002400.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2400,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:44,6e08fae6cd41d3a5,k002400:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2460,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002460.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2460,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:44,6e08fae6cd41d3a5,k002460:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2520,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002520.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2520,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:44,6e08fae6cd41d3a5,k002520:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2580,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002580.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2580,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:44,6e08fae6cd41d3a5,k002580:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2640,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002640.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2640,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:45,6e08fae6cd41d3a5,k002640:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2700,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002700.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2700,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:45,6e08fae6cd41d3a5,k002700:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2760,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002760.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2760,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:45,6e08fae6cd41d3a5,k002760:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2820,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002820.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2820,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:45,6e08fae6cd41d3a5,k002820:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2880,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002880.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2880,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:45,6e08fae6cd41d3a5,k002880:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,2940,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f002940.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,2940,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:46,6e08fae6cd41d3a5,k002940:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3000,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003000.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3000,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:46,6e08fae6cd41d3a5,k003000:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3060,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003060.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3060,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:46,6e08fae6cd41d3a5,k003060:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3120,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003120.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3120,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:46,6e08fae6cd41d3a5,k003120:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3180,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003180.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3180,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:46,6e08fae6cd41d3a5,k003180:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3240,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003240.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3240,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:47,6e08fae6cd41d3a5,k003240:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3300,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003300.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3300,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:47,6e08fae6cd41d3a5,k003300:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3360,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003360.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3360,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:47,6e08fae6cd41d3a5,k003360:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3420,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003420.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3420,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:47,6e08fae6cd41d3a5,k003420:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3480,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003480.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3480,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:47,6e08fae6cd41d3a5,k003480:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3540,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003540.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3540,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:48,6e08fae6cd41d3a5,k003540:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3600,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003600.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3600,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:48,6e08fae6cd41d3a5,k003600:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3660,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003660.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3660,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:48,6e08fae6cd41d3a5,k003660:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3720,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003720.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3720,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:48,6e08fae6cd41d3a5,k003720:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3780,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003780.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3780,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:01:51,6e08fae6cd41d3a5,k003780:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3840,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003840.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3840,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:02:06,6e08fae6cd41d3a5,k003840:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3900,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003900.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3900,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:02:06,6e08fae6cd41d3a5,k003900:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,3960,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f003960.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,3960,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:02:06,6e08fae6cd41d3a5,k003960:lview,[]
faceback-45-left,20260419_091248_TYMVSS,001,lview,4020,TSK_0068_StockShelf-CasualSnack,/api/frame/faceback-45-left/images/20260419_091248_TYMVSS_c001_f004020.jpg,2328,1748,20260419_091248_TYMVSS/chunk_001/vst_left/vst_left_video.mp4,4020,0,0,faceback45/armw_head@1,0,lianglingfeng-zq,2026-09-04T12:02:06,6e08fae6cd41d3a5,k004020:lview,[]
