image,session,chunk,eye,frame_idx,size,md5,src_path
20260515_080706_YPFFJB_007_f007805.jpg,20260515_080706_YPFFJB,007,left,7805,688453,089123d6b7ef0bf958e4c55913c4bc8d,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_080706_YPFFJB_007_f007805.jpg
20260515_080706_YPFFJB_007_f007810.jpg,20260515_080706_YPFFJB,007,left,7810,682388,a0a68d2fbfb0e6d1d2526182e3a09a72,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_080706_YPFFJB_007_f007810.jpg
20260515_080706_YPFFJB_007_f007815.jpg,20260515_080706_YPFFJB,007,left,7815,676874,a16db4a14885b8656e4eb2270e968971,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_080706_YPFFJB_007_f007815.jpg
20260515_080706_YPFFJB_007_f007820.jpg,20260515_080706_YPFFJB,007,left,7820,677201,890f11c31625210cf7339c0f21a585bf,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_080706_YPFFJB_007_f007820.jpg
20260515_080706_YPFFJB_007_f007825.jpg,20260515_080706_YPFFJB,007,left,7825,677857,1777a82d1abd0ed97fff24dae0e9831b,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_080706_YPFFJB_007_f007825.jpg
20260515_080706_YPFFJB_007_f007830.jpg,20260515_080706_YPFFJB,007,left,7830,655837,8048c1dbb299e7a2e53cebdf39756c19,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_080706_YPFFJB_007_f007830.jpg
20260515_080706_YPFFJB_007_f007835.jpg,20260515_080706_YPFFJB,007,left,7835,685654,e3ba150faa1fb039f8ee81f924cf514c,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_080706_YPFFJB_007_f007835.jpg
20260515_080706_YPFFJB_007_f007840.jpg,20260515_080706_YPFFJB,007,left,7840,692858,8dd3c2e66d09da480786791d873a8193,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_080706_YPFFJB_007_f007840.jpg
20260515_080706_YPFFJB_007_f007850.jpg,20260515_080706_YPFFJB,007,left,7850,696001,a5834c847ed56d7797d82255d92761de,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_080706_YPFFJB_007_f007850.jpg
20260515_080706_YPFFJB_007_f007855.jpg,20260515_080706_YPFFJB,007,left,7855,690039,0371c5667d0a7f29352c542223425284,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_080706_YPFFJB_007_f007855.jpg
20260515_080706_YPFFJB_007_f008535.jpg,20260515_080706_YPFFJB,007,left,8535,718917,0d65ebab68d4a5a269e3004c3734b5ac,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_080706_YPFFJB_007_f008535.jpg
20260515_081443_BUXVDW_011_f000000.jpg,20260515_081443_BUXVDW,011,left,0,656829,a71a88ea61bdd3e039f6a0b8839ec7aa,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000000.jpg
20260515_081443_BUXVDW_011_f000025.jpg,20260515_081443_BUXVDW,011,left,25,743890,3994c800d0230a7293afe6273549973f,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000025.jpg
20260515_081443_BUXVDW_011_f000050.jpg,20260515_081443_BUXVDW,011,left,50,740562,2cf08749edb6c78a0ed34c5b6b176c15,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000050.jpg
20260515_081443_BUXVDW_011_f000075.jpg,20260515_081443_BUXVDW,011,left,75,669747,e12695066570be879f245b2eb9147f4e,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000075.jpg
20260515_081443_BUXVDW_011_f000100.jpg,20260515_081443_BUXVDW,011,left,100,731198,952f0d10d977b08165d7392a1cdbe357,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000100.jpg
20260515_081443_BUXVDW_011_f000125.jpg,20260515_081443_BUXVDW,011,left,125,730538,a6164fe6424db2c5dc1c33bd5b33bbf2,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000125.jpg
20260515_081443_BUXVDW_011_f000150.jpg,20260515_081443_BUXVDW,011,left,150,692889,dd0ec91a8cd7c8057b591d7ac000ca63,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000150.jpg
20260515_081443_BUXVDW_011_f000175.jpg,20260515_081443_BUXVDW,011,left,175,770053,cd261b6ef0df51fd767e231aa13bd82b,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000175.jpg
20260515_081443_BUXVDW_011_f000200.jpg,20260515_081443_BUXVDW,011,left,200,756136,41f8e801cae709e8c6aca19f9144625e,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000200.jpg
20260515_081443_BUXVDW_011_f000225.jpg,20260515_081443_BUXVDW,011,left,225,751027,85eb898d3822bf7d7c7172310e0ace2e,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000225.jpg
20260515_081443_BUXVDW_011_f000250.jpg,20260515_081443_BUXVDW,011,left,250,755626,cc81485723b64a96f8118230c21f5728,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000250.jpg
20260515_081443_BUXVDW_011_f000275.jpg,20260515_081443_BUXVDW,011,left,275,746769,58e53141d5cfd9236143254f5def709f,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000275.jpg
20260515_081443_BUXVDW_011_f000300.jpg,20260515_081443_BUXVDW,011,left,300,733422,d0a6787144724db31d8cb0a60be359a3,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000300.jpg
20260515_081443_BUXVDW_011_f000325.jpg,20260515_081443_BUXVDW,011,left,325,764828,ce3577f8653e70ea64b45f47dd97377b,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000325.jpg
20260515_081443_BUXVDW_011_f000350.jpg,20260515_081443_BUXVDW,011,left,350,757695,0136ce184d1caefb3d857ad92da312d8,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000350.jpg
20260515_081443_BUXVDW_011_f000375.jpg,20260515_081443_BUXVDW,011,left,375,767166,9913c2d38c8108062a53c1f33d4f4951,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000375.jpg
20260515_081443_BUXVDW_011_f000400.jpg,20260515_081443_BUXVDW,011,left,400,765262,85fc4d9d76caa0f7825c62dee8aecdba,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000400.jpg
20260515_081443_BUXVDW_011_f000425.jpg,20260515_081443_BUXVDW,011,left,425,766962,2f1d5b126d1f00ed4527e54521671d54,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000425.jpg
20260515_081443_BUXVDW_011_f000450.jpg,20260515_081443_BUXVDW,011,left,450,732891,b87bc36576454c9dff2a72718203ae4c,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000450.jpg
20260515_081443_BUXVDW_011_f000475.jpg,20260515_081443_BUXVDW,011,left,475,759997,d6c4c2c80447c6659a4cae37b5e704d4,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000475.jpg
20260515_081443_BUXVDW_011_f000500.jpg,20260515_081443_BUXVDW,011,left,500,760461,dd908a7a97c87dc19bb5d8d02d0acd18,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000500.jpg
20260515_081443_BUXVDW_011_f000525.jpg,20260515_081443_BUXVDW,011,left,525,773459,a553f50348ea06a7fa6d0ba780b6e8d0,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000525.jpg
20260515_081443_BUXVDW_011_f000550.jpg,20260515_081443_BUXVDW,011,left,550,761442,0217fc9eff7ad9e885749d6f1dc8527e,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000550.jpg
20260515_081443_BUXVDW_011_f000575.jpg,20260515_081443_BUXVDW,011,left,575,740425,fb5785e740ed73efa9cb64e26e7fc537,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000575.jpg
20260515_081443_BUXVDW_011_f000600.jpg,20260515_081443_BUXVDW,011,left,600,733317,8bbf8dab3bee850a8537dd07326471e2,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000600.jpg
20260515_081443_BUXVDW_011_f000625.jpg,20260515_081443_BUXVDW,011,left,625,750944,12bafb0eba5913a00590a4c48e9f047f,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000625.jpg
20260515_081443_BUXVDW_011_f000650.jpg,20260515_081443_BUXVDW,011,left,650,759967,06a7fcfcd17bb842fe2bbe55b08bb0ad,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000650.jpg
20260515_081443_BUXVDW_011_f000675.jpg,20260515_081443_BUXVDW,011,left,675,758127,dd8b081f4ae6c36f03ff83f6d1f9bc01,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000675.jpg
20260515_081443_BUXVDW_011_f000700.jpg,20260515_081443_BUXVDW,011,left,700,763572,6a4cc5b217fddf087153e289c3d5a9d5,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000700.jpg
20260515_081443_BUXVDW_011_f000725.jpg,20260515_081443_BUXVDW,011,left,725,758833,5d7f935616a9b47187f2fd82be2c3c34,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000725.jpg
20260515_081443_BUXVDW_011_f000750.jpg,20260515_081443_BUXVDW,011,left,750,740416,e8e888d3a939da5fca3a993e88e23c8e,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000750.jpg
20260515_081443_BUXVDW_011_f000775.jpg,20260515_081443_BUXVDW,011,left,775,766864,8607e5320202247d5949c4c226b89a73,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000775.jpg
20260515_081443_BUXVDW_011_f000800.jpg,20260515_081443_BUXVDW,011,left,800,774274,fc5bbec2d754156e4c68d478aff39966,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000800.jpg
20260515_081443_BUXVDW_011_f000825.jpg,20260515_081443_BUXVDW,011,left,825,775219,17098845b655c4bf4fbd053f5bfc5bc1,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000825.jpg
20260515_081443_BUXVDW_011_f000850.jpg,20260515_081443_BUXVDW,011,left,850,770090,83558baa900be5430bdfd62e77365fe6,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000850.jpg
20260515_081443_BUXVDW_011_f000875.jpg,20260515_081443_BUXVDW,011,left,875,753780,449b04136691afb013f9bce7cc742620,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000875.jpg
20260515_081443_BUXVDW_011_f000900.jpg,20260515_081443_BUXVDW,011,left,900,729843,e667191f6b7e1b01a25e8188917ec0d1,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000900.jpg
20260515_081443_BUXVDW_011_f000925.jpg,20260515_081443_BUXVDW,011,left,925,755195,9207a0e258ac5df35982fd084f35d869,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000925.jpg
20260515_081443_BUXVDW_011_f000950.jpg,20260515_081443_BUXVDW,011,left,950,728671,c5418747759e50d72013deefeff842df,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000950.jpg
20260515_081443_BUXVDW_011_f000975.jpg,20260515_081443_BUXVDW,011,left,975,758570,a0b60d5d579e437603e9b4b923507ac4,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f000975.jpg
20260515_081443_BUXVDW_011_f001000.jpg,20260515_081443_BUXVDW,011,left,1000,771411,50a88b7a5aa813e6d4d660a05233061c,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001000.jpg
20260515_081443_BUXVDW_011_f001025.jpg,20260515_081443_BUXVDW,011,left,1025,764311,9f47303d43c2e4d6ed9baf154a33bf16,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001025.jpg
20260515_081443_BUXVDW_011_f001050.jpg,20260515_081443_BUXVDW,011,left,1050,754469,332c621c75ef71bd17640f99c3f182fd,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001050.jpg
20260515_081443_BUXVDW_011_f001075.jpg,20260515_081443_BUXVDW,011,left,1075,769728,3604680274a165f8badde9c07cd256c0,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001075.jpg
20260515_081443_BUXVDW_011_f001100.jpg,20260515_081443_BUXVDW,011,left,1100,767357,55be289fedafcac9e811c7183fab95ce,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001100.jpg
20260515_081443_BUXVDW_011_f001125.jpg,20260515_081443_BUXVDW,011,left,1125,770329,716f5ca186053ecab842860de73b76f7,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001125.jpg
20260515_081443_BUXVDW_011_f001150.jpg,20260515_081443_BUXVDW,011,left,1150,767179,00bc98faf6776346f2769c18e907a02e,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001150.jpg
20260515_081443_BUXVDW_011_f001175.jpg,20260515_081443_BUXVDW,011,left,1175,772976,44afb22b5db427ca5bfb23ef48e5a233,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001175.jpg
20260515_081443_BUXVDW_011_f001500.jpg,20260515_081443_BUXVDW,011,left,1500,721361,1b10b7ae1e5afcc052fbbfb33cf06019,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001500.jpg
20260515_081443_BUXVDW_011_f001625.jpg,20260515_081443_BUXVDW,011,left,1625,757750,71ff7e986e53099241bc8f5e1f3a12db,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001625.jpg
20260515_081443_BUXVDW_011_f001715.jpg,20260515_081443_BUXVDW,011,left,1715,732186,9517e72d19cbc5335633456844ccf15e,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001715.jpg
20260515_081443_BUXVDW_011_f001785.jpg,20260515_081443_BUXVDW,011,left,1785,754050,bb0361dd63a3c6455e45f6e42ccfc697,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001785.jpg
20260515_081443_BUXVDW_011_f001810.jpg,20260515_081443_BUXVDW,011,left,1810,761708,6a0f22e6e0918386591a6afe0d5cc26d,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001810.jpg
20260515_081443_BUXVDW_011_f001835.jpg,20260515_081443_BUXVDW,011,left,1835,763406,039ae41580aa0f48fc0234220fb2b898,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f001835.jpg
20260515_081443_BUXVDW_011_f002525.jpg,20260515_081443_BUXVDW,011,left,2525,760391,5d50429515099fce8ef67957348524b3,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f002525.jpg
20260515_081443_BUXVDW_011_f002605.jpg,20260515_081443_BUXVDW,011,left,2605,764682,714cdca5014ac723452cf4f6dafb0271,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f002605.jpg
20260515_081443_BUXVDW_011_f002630.jpg,20260515_081443_BUXVDW,011,left,2630,759593,667f7cf4fad3a526501ea45b6daacc98,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f002630.jpg
20260515_081443_BUXVDW_011_f002655.jpg,20260515_081443_BUXVDW,011,left,2655,749208,0291b3a24bdf42a82b0b589960b10794,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f002655.jpg
20260515_081443_BUXVDW_011_f002680.jpg,20260515_081443_BUXVDW,011,left,2680,734352,3dc82892b771d8ec80ca324a52ff58e5,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f002680.jpg
20260515_081443_BUXVDW_011_f002705.jpg,20260515_081443_BUXVDW,011,left,2705,727699,8a7178ecd7ea10386b14660ca96b35d7,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f002705.jpg
20260515_081443_BUXVDW_011_f002735.jpg,20260515_081443_BUXVDW,011,left,2735,665780,261e7e54b273f702d135a30ae1d2be22,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f002735.jpg
20260515_081443_BUXVDW_011_f002760.jpg,20260515_081443_BUXVDW,011,left,2760,664183,a1bcbc538f2d080fda9c52b1a798f0b9,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f002760.jpg
20260515_081443_BUXVDW_011_f002785.jpg,20260515_081443_BUXVDW,011,left,2785,693201,7061c97db6262094203b870f169a1892,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f002785.jpg
20260515_081443_BUXVDW_011_f002810.jpg,20260515_081443_BUXVDW,011,left,2810,735868,1f53e7c39423e32e0689c156dcf28202,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f002810.jpg
20260515_081443_BUXVDW_011_f003790.jpg,20260515_081443_BUXVDW,011,left,3790,667776,ad5e5b79aa0f7eea8598b997543fd6e2,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f003790.jpg
20260515_081443_BUXVDW_011_f004010.jpg,20260515_081443_BUXVDW,011,left,4010,763942,e03f5c3e566aaf1a4bfcd28f3eb0e647,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004010.jpg
20260515_081443_BUXVDW_011_f004035.jpg,20260515_081443_BUXVDW,011,left,4035,756949,4bf4101cc7d5a6daf92f9c02637d3f02,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004035.jpg
20260515_081443_BUXVDW_011_f004070.jpg,20260515_081443_BUXVDW,011,left,4070,764815,1bed6fd4ea8ddb14b88384bd3abd7dfe,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004070.jpg
20260515_081443_BUXVDW_011_f004240.jpg,20260515_081443_BUXVDW,011,left,4240,763823,becc9cceb527524bbdec36126c3ee60f,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004240.jpg
20260515_081443_BUXVDW_011_f004265.jpg,20260515_081443_BUXVDW,011,left,4265,742141,7caf50dc9a17bb8d818d5d6c830c5072,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004265.jpg
20260515_081443_BUXVDW_011_f004290.jpg,20260515_081443_BUXVDW,011,left,4290,717277,d56ab9033cb2b9908a7bd80849dc32d6,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004290.jpg
20260515_081443_BUXVDW_011_f004315.jpg,20260515_081443_BUXVDW,011,left,4315,743471,84e02654f858891b40b44f0a4465e995,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004315.jpg
20260515_081443_BUXVDW_011_f004360.jpg,20260515_081443_BUXVDW,011,left,4360,759571,259a1c84e76fac01e5d4ff12c09bce72,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004360.jpg
20260515_081443_BUXVDW_011_f004510.jpg,20260515_081443_BUXVDW,011,left,4510,761309,a72879362c95f34dcc3775f1e946edcf,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004510.jpg
20260515_081443_BUXVDW_011_f004590.jpg,20260515_081443_BUXVDW,011,left,4590,743764,ba45374ae36800fcf3b264f09d5646d2,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004590.jpg
20260515_081443_BUXVDW_011_f004620.jpg,20260515_081443_BUXVDW,011,left,4620,725666,c3603a511968c4f000fab0a062fc7c96,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004620.jpg
20260515_081443_BUXVDW_011_f004650.jpg,20260515_081443_BUXVDW,011,left,4650,746577,9337fd5b67bfe117063327e6791979ca,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004650.jpg
20260515_081443_BUXVDW_011_f004795.jpg,20260515_081443_BUXVDW,011,left,4795,662702,b4c5603e3d0af4d82fc5d187296f4eb8,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004795.jpg
20260515_081443_BUXVDW_011_f004820.jpg,20260515_081443_BUXVDW,011,left,4820,704142,f4202d1b0a5a82aab2499f60f5a49cba,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004820.jpg
20260515_081443_BUXVDW_011_f004845.jpg,20260515_081443_BUXVDW,011,left,4845,709852,30f01041fe86b3b58b60c4ac76acde78,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004845.jpg
20260515_081443_BUXVDW_011_f004870.jpg,20260515_081443_BUXVDW,011,left,4870,656420,b1d3fd04a2c4672c14c9e09fbbefbcba,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004870.jpg
20260515_081443_BUXVDW_011_f004895.jpg,20260515_081443_BUXVDW,011,left,4895,626984,d763c437f76bc8f05d236d404d745955,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004895.jpg
20260515_081443_BUXVDW_011_f004920.jpg,20260515_081443_BUXVDW,011,left,4920,742737,7235d52b3f3aa91b06daecb27bd9f62a,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f004920.jpg
20260515_081443_BUXVDW_011_f005145.jpg,20260515_081443_BUXVDW,011,left,5145,756844,be1af65cd6ee2275ce693e54ac8923a7,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f005145.jpg
20260515_081443_BUXVDW_011_f005185.jpg,20260515_081443_BUXVDW,011,left,5185,764817,4cacd6bbce72e9eac099c02d406a0f18,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f005185.jpg
20260515_081443_BUXVDW_011_f005370.jpg,20260515_081443_BUXVDW,011,left,5370,726845,4e6230316eef72d17f2997f4c789b939,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f005370.jpg
20260515_081443_BUXVDW_011_f005395.jpg,20260515_081443_BUXVDW,011,left,5395,754759,695ca8ca8176eb16e414a5665731565e,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f005395.jpg
20260515_081443_BUXVDW_011_f005420.jpg,20260515_081443_BUXVDW,011,left,5420,766576,90c5891f56320ea8bb73c0ae929d5f2a,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f005420.jpg
20260515_081443_BUXVDW_011_f005445.jpg,20260515_081443_BUXVDW,011,left,5445,768009,4f53c145b3dd292bf9431c81360ec033,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f005445.jpg
20260515_081443_BUXVDW_011_f005470.jpg,20260515_081443_BUXVDW,011,left,5470,765662,bf198e6336942e128aedfb2bf5aac77f,/data/liangzhenghao/face_pii/gt_eval_frames/20260515_081443_BUXVDW_011_f005470.jpg
