image,session,chunk,eye,frame_idx,size,md5,scene,width,height,src_path
0_Parade_Parade_0_272.jpg,0--Parade,,,,142298,266ad80c694a8e2394f4159ad760e540,0--Parade,1024,683,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_272.jpg
0_Parade_Parade_0_278.jpg,0--Parade,,,,228251,56e66063bb8057bb3d81e1a26a24864c,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_278.jpg
0_Parade_Parade_0_283.jpg,0--Parade,,,,156697,bc2d7165a7afe9eb1889fee0395d9c83,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_283.jpg
0_Parade_Parade_0_3.jpg,0--Parade,,,,80267,77666f528a501b083146dcebe92a1351,0--Parade,1024,413,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_3.jpg
0_Parade_Parade_0_304.jpg,0--Parade,,,,132318,f934b0aeff672add7a3312c2431075e7,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_304.jpg
0_Parade_Parade_0_306.jpg,0--Parade,,,,151591,37c8bc07e54b4b9c27c4c33ff70d9552,0--Parade,1024,681,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_306.jpg
0_Parade_Parade_0_31.jpg,0--Parade,,,,155253,4e6106973aeb738af2ec27b1efb1d772,0--Parade,1024,749,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_31.jpg
0_Parade_Parade_0_315.jpg,0--Parade,,,,155205,86a92bcda653bd91f2b57a1c6f2bf45d,0--Parade,1024,699,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_315.jpg
0_Parade_Parade_0_322.jpg,0--Parade,,,,210550,b8e00110ee273fec8dae63c264274470,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_322.jpg
0_Parade_Parade_0_324.jpg,0--Parade,,,,122461,fc347015880c78cd45ba1d8cb0addc36,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_324.jpg
0_Parade_Parade_0_325.jpg,0--Parade,,,,115766,72b880c7318a65cfdce7a183912fa38e,0--Parade,1024,512,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_325.jpg
0_Parade_Parade_0_326.jpg,0--Parade,,,,92231,549edfd7dd14f839878883d67dde73e5,0--Parade,1024,681,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_326.jpg
0_Parade_Parade_0_327.jpg,0--Parade,,,,112768,894e293bb184e7c2826b4d17619e9179,0--Parade,1024,687,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_327.jpg
0_Parade_Parade_0_33.jpg,0--Parade,,,,184124,dc3a48b67009ee5cca6053451322fb45,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_33.jpg
0_Parade_Parade_0_332.jpg,0--Parade,,,,287289,2b54b3cbb07e83025136c1dc1e496daa,0--Parade,1024,1530,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_332.jpg
0_Parade_Parade_0_336.jpg,0--Parade,,,,74568,7424ce10d3f673e901747ca5ce854128,0--Parade,1024,683,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_336.jpg
0_Parade_Parade_0_337.jpg,0--Parade,,,,165888,d175268967b080a4d3edf5e1feecd9ca,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_337.jpg
0_Parade_Parade_0_342.jpg,0--Parade,,,,119662,12c5684a8f167514fa10a3d660f0855b,0--Parade,1024,684,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_342.jpg
0_Parade_Parade_0_343.jpg,0--Parade,,,,143297,567fe3d48262274f52f94dbbe1ac627c,0--Parade,1024,931,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_343.jpg
0_Parade_Parade_0_35.jpg,0--Parade,,,,170381,94876cce2b038e2283705d8ecb8e09dd,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_35.jpg
0_Parade_Parade_0_352.jpg,0--Parade,,,,115009,6cb479c25b0e26caf59bff26b1fbd68c,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_352.jpg
0_Parade_Parade_0_357.jpg,0--Parade,,,,165366,4836eff153ba3e0159889034566ddede,0--Parade,1024,1552,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_357.jpg
0_Parade_Parade_0_359.jpg,0--Parade,,,,111570,ac81590cbed9fa64c35d7c64eea1d793,0--Parade,1024,681,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_359.jpg
0_Parade_Parade_0_361.jpg,0--Parade,,,,228033,c7cc04f3d154c445cbbf9126aad24539,0--Parade,1024,869,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_361.jpg
0_Parade_Parade_0_363.jpg,0--Parade,,,,119332,5df1184c187543c3b76457a109243d33,0--Parade,1024,681,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_363.jpg
0_Parade_Parade_0_37.jpg,0--Parade,,,,149797,a0fdb58e6c8d1bd83056d9b055358122,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_37.jpg
0_Parade_Parade_0_370.jpg,0--Parade,,,,109463,296f245a497d5ea5f5d93c6a78a7f6c0,0--Parade,1024,640,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_370.jpg
0_Parade_Parade_0_371.jpg,0--Parade,,,,94684,1b8981693869055a7578f1966823d3ea,0--Parade,1024,672,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_371.jpg
0_Parade_Parade_0_379.jpg,0--Parade,,,,135381,46e04248e7d129185accdc029a99c43b,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_379.jpg
0_Parade_Parade_0_38.jpg,0--Parade,,,,146287,8c7f965927817bc7b23ce8b5e3887b42,0--Parade,1024,576,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_38.jpg
0_Parade_Parade_0_383.jpg,0--Parade,,,,91122,1991147ccc59f8dd7af66046c1904f76,0--Parade,1024,576,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_383.jpg
0_Parade_Parade_0_39.jpg,0--Parade,,,,167146,47692c57cbf2dda33f4518fbde1e7730,0--Parade,1024,683,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_39.jpg
0_Parade_Parade_0_391.jpg,0--Parade,,,,206833,b00426f55d9a2eb79cba1c154b0ca1d9,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_391.jpg
0_Parade_Parade_0_394.jpg,0--Parade,,,,119275,9aaa55eecd0bda49cd69c8bd89fc230f,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_394.jpg
0_Parade_Parade_0_395.jpg,0--Parade,,,,142955,9ebb502571e7757d29b66f8f99a54e51,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_395.jpg
0_Parade_Parade_0_4.jpg,0--Parade,,,,129093,ee20cf5f9eef7627607f28f3db84b1c5,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_4.jpg
0_Parade_Parade_0_400.jpg,0--Parade,,,,145994,23879098b5a9300921387acfcf05e01f,0--Parade,1024,683,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_400.jpg
0_Parade_Parade_0_407.jpg,0--Parade,,,,124251,f7114e2a60f66b3e2ea8a18a592d85c0,0--Parade,1024,669,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_407.jpg
0_Parade_Parade_0_411.jpg,0--Parade,,,,173056,516ca7cf171b774321bc39be60867536,0--Parade,1024,1366,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_411.jpg
0_Parade_Parade_0_412.jpg,0--Parade,,,,178657,27f060e6ffe8c7faf03e780089d50833,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_412.jpg
0_Parade_Parade_0_415.jpg,0--Parade,,,,165299,68cf80c6f4f72d44c3b22a15a36ca80b,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_415.jpg
0_Parade_Parade_0_42.jpg,0--Parade,,,,142043,7ce2acba1a05eacbb75c4c7f2c21ea55,0--Parade,1024,502,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_42.jpg
0_Parade_Parade_0_421.jpg,0--Parade,,,,88947,cdadac776f3c46d0000839587d494045,0--Parade,1024,686,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_421.jpg
0_Parade_Parade_0_431.jpg,0--Parade,,,,159621,0ea031ccbb294ee4307b4b1d120c8f2d,0--Parade,1024,919,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_431.jpg
0_Parade_Parade_0_434.jpg,0--Parade,,,,147346,6dd24c04e4fed8f501bfb82afed04060,0--Parade,1024,807,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_434.jpg
0_Parade_Parade_0_438.jpg,0--Parade,,,,192508,b2c922bf49fdd1729736151bd5b66c5c,0--Parade,1024,656,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_438.jpg
0_Parade_Parade_0_439.jpg,0--Parade,,,,149398,7404de8e88041a589a2de9168b237ab8,0--Parade,1024,683,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_439.jpg
0_Parade_Parade_0_441.jpg,0--Parade,,,,143287,1706fa47554b363488e1a72c78efcf5e,0--Parade,1024,686,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_441.jpg
0_Parade_Parade_0_442.jpg,0--Parade,,,,113888,02b0e06442741d9b07a9c26569bbd7a3,0--Parade,1024,683,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_442.jpg
0_Parade_Parade_0_449.jpg,0--Parade,,,,176382,8f1caa1becaed2030a19670fc1418a2b,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_449.jpg
0_Parade_Parade_0_45.jpg,0--Parade,,,,150921,b265bb30e5a0ad173ed2380d9a523733,0--Parade,1024,651,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_45.jpg
0_Parade_Parade_0_452.jpg,0--Parade,,,,123046,10467207f78863ee24fa9cdf4ef9eefe,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_452.jpg
0_Parade_Parade_0_454.jpg,0--Parade,,,,192801,c7f9b4825e08cf5dd12bf36434d8f2ae,0--Parade,1024,768,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_454.jpg
0_Parade_Parade_0_455.jpg,0--Parade,,,,151365,0d7d6409a8bff52711a0d758ef3df0b5,0--Parade,1024,688,/data/esteban/pii/datasets/wider_face/WIDER_train/images/0--Parade/0_Parade_Parade_0_455.jpg
