image,session,chunk,eye,frame_idx,t_ms,size,md5,round,local_name,oss_key
20260419_005122_WRTECC_c018_left_f003728.jpg,20260419_005122_WRTECC,018,left,3728,120233,470997,92bab49e02a5574b902d4cc13958b614,1,20260419_005122_WRTECC_c018_lview_t120233.jpg,faceight/images/20260419_005122_WRTECC_c018_f003728.jpg
20260419_005122_WRTECC_c018_left_f005588.jpg,20260419_005122_WRTECC,018,left,5588,180233,364154,c6667dc8ca8ad1d1f46614bdcd5dec50,1,20260419_005122_WRTECC_c018_lview_t180233.jpg,faceight/images/20260419_005122_WRTECC_c018_f005588.jpg
20260419_025608_XSESLT_c000_left_f000100.jpg,20260419_025608_XSESLT,000,left,100,3233,599416,fa8eb86663b9d45a981d538ad20e9c96,1,20260419_025608_XSESLT_c000_lview_t3233.jpg,faceight/images/20260419_025608_XSESLT_c000_f000100.jpg
20260419_025608_XSESLT_c000_left_f000286.jpg,20260419_025608_XSESLT,000,left,286,9233,622375,042a3460c1cb9e11178dbe5dabdefad8,1,20260419_025608_XSESLT_c000_lview_t9233.jpg,faceight/images/20260419_025608_XSESLT_c000_f000286.jpg
20260419_060338_DXGPGB_c001_left_f003728.jpg,20260419_060338_DXGPGB,001,left,3728,120233,795598,8aa37addcdb0abf2b55bbed994ea401b,1,20260419_060338_DXGPGB_c001_lview_t120233.jpg,faceight/images/20260419_060338_DXGPGB_c001_f003728.jpg
20260420_011737_QCGWEY_c004_left_f003728.jpg,20260420_011737_QCGWEY,004,left,3728,120233,593844,bb9632c657d9d0d2a379d8ad472d958d,1,20260420_011737_QCGWEY_c004_lview_t120233.jpg,faceight/images/20260420_011737_QCGWEY_c004_f003728.jpg
20260420_014052_CLDNFY_c012_left_f005588.jpg,20260420_014052_CLDNFY,012,left,5588,180233,539497,932a4f07208bae29118fa36ae44c709e,1,20260420_014052_CLDNFY_c012_lview_t180233.jpg,faceight/images/20260420_014052_CLDNFY_c012_f005588.jpg
20260420_023732_TYLHUA_c000_left_f000224.jpg,20260420_023732_TYLHUA,000,left,224,7233,572626,e55dc7faa5f63121b8a0fdec796fc98c,1,20260420_023732_TYLHUA_c000_lview_t7233.jpg,faceight/images/20260420_023732_TYLHUA_c000_f000224.jpg
20260420_023732_TYLHUA_c000_left_f001867.jpg,20260420_023732_TYLHUA,000,left,1867,60233,548560,834a03072bca082e0f38304d34020fa7,1,20260420_023732_TYLHUA_c000_lview_t60233.jpg,faceight/images/20260420_023732_TYLHUA_c000_f001867.jpg
20260420_031748_AWFLAE_c003_left_f000100.jpg,20260420_031748_AWFLAE,003,left,100,3233,563603,4c408ce71780c86ee4848a654a7cd8e2,1,20260420_031748_AWFLAE_c003_lview_t3233.jpg,faceight/images/20260420_031748_AWFLAE_c003_f000100.jpg
20260420_040427_WUCUCV_c001_left_f005588.jpg,20260420_040427_WUCUCV,001,left,5588,180233,504787,c0c7b7d561ae3c4a6d70d3dc984f94ce,1,20260420_040427_WUCUCV_c001_lview_t180233.jpg,faceight/images/20260420_040427_WUCUCV_c001_f005588.jpg
20260420_050329_PTDBDB_c001_left_f001867.jpg,20260420_050329_PTDBDB,001,left,1867,60233,599758,b82694c3983891277df059f910551281,1,20260420_050329_PTDBDB_c001_lview_t60233.jpg,faceight/images/20260420_050329_PTDBDB_c001_f001867.jpg
20260420_050516_FPVCPD_c000_left_f000100.jpg,20260420_050516_FPVCPD,000,left,100,3233,641082,25a6e62b612299eeb759a52de773b0ba,1,20260420_050516_FPVCPD_c000_lview_t3233.jpg,faceight/images/20260420_050516_FPVCPD_c000_f000100.jpg
20260420_050516_FPVCPD_c000_left_f001867.jpg,20260420_050516_FPVCPD,000,left,1867,60233,634215,e1401ba1e6e4bd4f4cf1569b9e5706e8,1,20260420_050516_FPVCPD_c000_lview_t60233.jpg,faceight/images/20260420_050516_FPVCPD_c000_f001867.jpg
20260420_052406_CAAZGU_c012_left_f005588.jpg,20260420_052406_CAAZGU,012,left,5588,180233,525408,65a302ee8a0d03f12e1d04063f911639,1,20260420_052406_CAAZGU_c012_lview_t180233.jpg,faceight/images/20260420_052406_CAAZGU_c012_f005588.jpg
20260420_052744_YSUXMC_c000_left_f000224.jpg,20260420_052744_YSUXMC,000,left,224,7233,641594,bf3966034c1e8eca967a1dde40296e57,1,20260420_052744_YSUXMC_c000_lview_t7233.jpg,faceight/images/20260420_052744_YSUXMC_c000_f000224.jpg
20260420_052744_YSUXMC_c000_left_f005588.jpg,20260420_052744_YSUXMC,000,left,5588,180233,608113,1cdddc4d0d651eb874cae8de3b8b46a7,1,20260420_052744_YSUXMC_c000_lview_t180233.jpg,faceight/images/20260420_052744_YSUXMC_c000_f005588.jpg
20260420_055907_YKHWQL_c003_left_f000224.jpg,20260420_055907_YKHWQL,003,left,224,7233,503829,2030f86802d000ded4ab6537a032e33b,1,20260420_055907_YKHWQL_c003_lview_t7233.jpg,faceight/images/20260420_055907_YKHWQL_c003_f000224.jpg
20260420_055907_YKHWQL_c003_left_f005588.jpg,20260420_055907_YKHWQL,003,left,5588,180233,494041,03a66f16f356be558d19f4c307dcdf87,1,20260420_055907_YKHWQL_c003_lview_t180233.jpg,faceight/images/20260420_055907_YKHWQL_c003_f005588.jpg
20260420_060645_VPWYQG_c001_left_f001867.jpg,20260420_060645_VPWYQG,001,left,1867,60233,612060,ec6c18ba63651abec7699b7b5903e265,1,20260420_060645_VPWYQG_c001_lview_t60233.jpg,faceight/images/20260420_060645_VPWYQG_c001_f001867.jpg
20260420_062609_FWHRQZ_c000_left_f000100.jpg,20260420_062609_FWHRQZ,000,left,100,3233,653605,971bb8ecb17d306b20cf8e6fd3635d6f,1,20260420_062609_FWHRQZ_c000_lview_t3233.jpg,faceight/images/20260420_062609_FWHRQZ_c000_f000100.jpg
20260420_064106_FCLHVG_c000_left_f000286.jpg,20260420_064106_FCLHVG,000,left,286,9233,613461,88cf1d6aa908ddcac8003c39ab50a87c,1,20260420_064106_FCLHVG_c000_lview_t9233.jpg,faceight/images/20260420_064106_FCLHVG_c000_f000286.jpg
20260420_065216_XJBSDJ_c000_left_f000286.jpg,20260420_065216_XJBSDJ,000,left,286,9233,647151,a9cbe0617764feb50a163a7abce4887a,1,20260420_065216_XJBSDJ_c000_lview_t9233.jpg,faceight/images/20260420_065216_XJBSDJ_c000_f000286.jpg
20260420_065430_LZYMZP_c000_left_f001867.jpg,20260420_065430_LZYMZP,000,left,1867,60233,841800,c466783811dedd4dbd24eba4eafafa6d,1,20260420_065430_LZYMZP_c000_lview_t60233.jpg,faceight/images/20260420_065430_LZYMZP_c000_f001867.jpg
20260420_070024_WZSSPP_c000_left_f000100.jpg,20260420_070024_WZSSPP,000,left,100,3233,641068,348cb5b304021bd6695b39950d01ea50,1,20260420_070024_WZSSPP_c000_lview_t3233.jpg,faceight/images/20260420_070024_WZSSPP_c000_f000100.jpg
20260420_070024_WZSSPP_c000_left_f000224.jpg,20260420_070024_WZSSPP,000,left,224,7233,646668,0f28cb79c50b29c0ea7d8f9679f20a83,1,20260420_070024_WZSSPP_c000_lview_t7233.jpg,faceight/images/20260420_070024_WZSSPP_c000_f000224.jpg
20260420_070024_WZSSPP_c000_left_f000286.jpg,20260420_070024_WZSSPP,000,left,286,9233,629242,1aa57a7e0ab321f308b922bc200ee0f1,1,20260420_070024_WZSSPP_c000_lview_t9233.jpg,faceight/images/20260420_070024_WZSSPP_c000_f000286.jpg
20260420_070024_WZSSPP_c000_left_f001867.jpg,20260420_070024_WZSSPP,000,left,1867,60233,649223,d18fd1385f1bd36252f35109523d16bc,1,20260420_070024_WZSSPP_c000_lview_t60233.jpg,faceight/images/20260420_070024_WZSSPP_c000_f001867.jpg
20260420_070024_WZSSPP_c000_left_f003728.jpg,20260420_070024_WZSSPP,000,left,3728,120233,667874,a26a128df071d7fc117a8e391ddac492,1,20260420_070024_WZSSPP_c000_lview_t120233.jpg,faceight/images/20260420_070024_WZSSPP_c000_f003728.jpg
20260420_070024_WZSSPP_c000_left_f005588.jpg,20260420_070024_WZSSPP,000,left,5588,180233,632962,2b7dcf46cbb66cbac8e34571657e1b41,1,20260420_070024_WZSSPP_c000_lview_t180233.jpg,faceight/images/20260420_070024_WZSSPP_c000_f005588.jpg
20260420_071515_ZGUXVJ_c000_left_f000100.jpg,20260420_071515_ZGUXVJ,000,left,100,3233,656056,fc2221eef191cc47f2ff93a7cb3bedf4,1,20260420_071515_ZGUXVJ_c000_lview_t3233.jpg,faceight/images/20260420_071515_ZGUXVJ_c000_f000100.jpg
20260420_071515_ZGUXVJ_c000_left_f000224.jpg,20260420_071515_ZGUXVJ,000,left,224,7233,657413,33733a6c041eb160e2be3e45371a0842,1,20260420_071515_ZGUXVJ_c000_lview_t7233.jpg,faceight/images/20260420_071515_ZGUXVJ_c000_f000224.jpg
20260420_071515_ZGUXVJ_c000_left_f001867.jpg,20260420_071515_ZGUXVJ,000,left,1867,60233,637017,41261ab8d45e6a05004aea51e5fcd625,1,20260420_071515_ZGUXVJ_c000_lview_t60233.jpg,faceight/images/20260420_071515_ZGUXVJ_c000_f001867.jpg
20260420_071515_ZGUXVJ_c000_left_f005588.jpg,20260420_071515_ZGUXVJ,000,left,5588,180233,567208,978a1a91b9ec20ecb2304db140b72e49,1,20260420_071515_ZGUXVJ_c000_lview_t180233.jpg,faceight/images/20260420_071515_ZGUXVJ_c000_f005588.jpg
20260420_074723_HPHRGK_c003_left_f001867.jpg,20260420_074723_HPHRGK,003,left,1867,60233,582736,85c621abd129950b86560474d22ed171,1,20260420_074723_HPHRGK_c003_lview_t60233.jpg,faceight/images/20260420_074723_HPHRGK_c003_f001867.jpg
20260420_074723_HPHRGK_c003_left_f005588.jpg,20260420_074723_HPHRGK,003,left,5588,180233,571642,2eb8e9de09f32547ca71745515df80af,1,20260420_074723_HPHRGK_c003_lview_t180233.jpg,faceight/images/20260420_074723_HPHRGK_c003_f005588.jpg
20260420_082759_EPSYXD_c001_left_f000286.jpg,20260420_082759_EPSYXD,001,left,286,9233,580906,5a7418fbc80b62dd4de4984fb3273d0f,1,20260420_082759_EPSYXD_c001_lview_t9233.jpg,faceight/images/20260420_082759_EPSYXD_c001_f000286.jpg
20260420_091418_LMERMK_c000_left_f000100.jpg,20260420_091418_LMERMK,000,left,100,3233,648784,37bd45e11a7cb2bd0849394d133ad192,1,20260420_091418_LMERMK_c000_lview_t3233.jpg,faceight/images/20260420_091418_LMERMK_c000_f000100.jpg
20260420_091418_LMERMK_c000_left_f000224.jpg,20260420_091418_LMERMK,000,left,224,7233,657538,055ba51c66735c0f8f102aa966b624ce,1,20260420_091418_LMERMK_c000_lview_t7233.jpg,faceight/images/20260420_091418_LMERMK_c000_f000224.jpg
20260420_091418_LMERMK_c000_left_f000286.jpg,20260420_091418_LMERMK,000,left,286,9233,636665,a03b2d9969c48d9bd91b4a63eef8a723,1,20260420_091418_LMERMK_c000_lview_t9233.jpg,faceight/images/20260420_091418_LMERMK_c000_f000286.jpg
20260420_091418_LMERMK_c000_left_f001867.jpg,20260420_091418_LMERMK,000,left,1867,60233,630448,13a4f7cb957cce9b4418069cfe6e5f54,1,20260420_091418_LMERMK_c000_lview_t60233.jpg,faceight/images/20260420_091418_LMERMK_c000_f001867.jpg
20260420_091418_LMERMK_c000_left_f003728.jpg,20260420_091418_LMERMK,000,left,3728,120233,616384,c9650823a86f0b630ddc335f822745b9,1,20260420_091418_LMERMK_c000_lview_t120233.jpg,faceight/images/20260420_091418_LMERMK_c000_f003728.jpg
20260420_091418_LMERMK_c000_left_f005588.jpg,20260420_091418_LMERMK,000,left,5588,180233,642082,a08dcac2db1790bf69f9b1c3b7b67ff4,1,20260420_091418_LMERMK_c000_lview_t180233.jpg,faceight/images/20260420_091418_LMERMK_c000_f005588.jpg
20260420_092036_GZHCSQ_c001_left_f000224.jpg,20260420_092036_GZHCSQ,001,left,224,7233,769732,4f685cd30d1a1f5f19de37aa07e9c6c6,1,20260420_092036_GZHCSQ_c001_lview_t7233.jpg,faceight/images/20260420_092036_GZHCSQ_c001_f000224.jpg
20260420_092104_PDHECN_c001_left_f001867.jpg,20260420_092104_PDHECN,001,left,1867,60233,874319,768897b9285fcbb5bda6d392e2884fc4,1,20260420_092104_PDHECN_c001_lview_t60233.jpg,faceight/images/20260420_092104_PDHECN_c001_f001867.jpg
20260420_093613_JTTZBH_c000_left_f000100.jpg,20260420_093613_JTTZBH,000,left,100,3233,589709,5282dfc2876f4cb5e1955690880037b1,1,20260420_093613_JTTZBH_c000_lview_t3233.jpg,faceight/images/20260420_093613_JTTZBH_c000_f000100.jpg
20260421_023212_PWUXWJ_c003_left_f003728.jpg,20260421_023212_PWUXWJ,003,left,3728,120233,603631,8ee35fdc87631ec8806d9753ae9212e6,1,20260421_023212_PWUXWJ_c003_lview_t120233.jpg,faceight/images/20260421_023212_PWUXWJ_c003_f003728.jpg
20260421_025701_AAVNYW_c000_left_f000224.jpg,20260421_025701_AAVNYW,000,left,224,7233,607145,b7eee7f6906e37676062cf008c9743a4,1,20260421_025701_AAVNYW_c000_lview_t7233.jpg,faceight/images/20260421_025701_AAVNYW_c000_f000224.jpg
20260421_025701_AAVNYW_c000_left_f000286.jpg,20260421_025701_AAVNYW,000,left,286,9233,604081,953c9dc0446fbd613a5b5bf56c79fbdb,1,20260421_025701_AAVNYW_c000_lview_t9233.jpg,faceight/images/20260421_025701_AAVNYW_c000_f000286.jpg
20260421_025701_AAVNYW_c000_left_f003728.jpg,20260421_025701_AAVNYW,000,left,3728,120233,610950,2aaa8bcd41fd9a9d21c5bcea76dbef4c,1,20260421_025701_AAVNYW_c000_lview_t120233.jpg,faceight/images/20260421_025701_AAVNYW_c000_f003728.jpg
20260421_031446_DXJETT_c003_left_f001867.jpg,20260421_031446_DXJETT,003,left,1867,60233,501274,8af4882a5df8a7d3e16c23952a061614,1,20260421_031446_DXJETT_c003_lview_t60233.jpg,faceight/images/20260421_031446_DXJETT_c003_f001867.jpg
20260421_045025_CNXZED_c004_left_f001867.jpg,20260421_045025_CNXZED,004,left,1867,60233,595002,55e544c4c52f61dd18012beb1b7ec7ae,1,20260421_045025_CNXZED_c004_lview_t60233.jpg,faceight/images/20260421_045025_CNXZED_c004_f001867.jpg
20260421_045305_GXLEKQ_c004_left_f000224.jpg,20260421_045305_GXLEKQ,004,left,224,7233,602222,7db82fa5c26ff0b8c9a5f72285b6464d,1,20260421_045305_GXLEKQ_c004_lview_t7233.jpg,faceight/images/20260421_045305_GXLEKQ_c004_f000224.jpg
20260421_055302_YYSRFS_c012_left_f005588.jpg,20260421_055302_YYSRFS,012,left,5588,180233,598736,86ec42a49c0048d0a7036ca47c98b840,1,20260421_055302_YYSRFS_c012_lview_t180233.jpg,faceight/images/20260421_055302_YYSRFS_c012_f005588.jpg
20260421_062329_CLTMVZ_c000_left_f003728.jpg,20260421_062329_CLTMVZ,000,left,3728,120233,882819,85ed3e29063a59b6809fbce773270e7f,1,20260421_062329_CLTMVZ_c000_lview_t120233.jpg,faceight/images/20260421_062329_CLTMVZ_c000_f003728.jpg
20260421_062815_XXBUHH_c002_left_f000286.jpg,20260421_062815_XXBUHH,002,left,286,9233,631398,bd8b290b6aef5dfd29e85304c33f15da,1,20260421_062815_XXBUHH_c002_lview_t9233.jpg,faceight/images/20260421_062815_XXBUHH_c002_f000286.jpg
20260421_070810_UKWNBB_c014_left_f000286.jpg,20260421_070810_UKWNBB,014,left,286,9233,580439,31316c170e5a5fce871be9bbe20577cb,1,20260421_070810_UKWNBB_c014_lview_t9233.jpg,faceight/images/20260421_070810_UKWNBB_c014_f000286.jpg
20260421_070810_UKWNBB_c014_left_f003728.jpg,20260421_070810_UKWNBB,014,left,3728,120233,580693,c84414f88b88bcefe764ace39f25cdd0,1,20260421_070810_UKWNBB_c014_lview_t120233.jpg,faceight/images/20260421_070810_UKWNBB_c014_f003728.jpg
20260421_070814_ZEALKP_c001_left_f005588.jpg,20260421_070814_ZEALKP,001,left,5588,180233,532099,372e5f7da642cb92b9bcbe3f3509844b,1,20260421_070814_ZEALKP_c001_lview_t180233.jpg,faceight/images/20260421_070814_ZEALKP_c001_f005588.jpg
20260421_072148_YQRPBD_c000_left_f000100.jpg,20260421_072148_YQRPBD,000,left,100,3233,521020,57b151365f24eb1280db2250f5d7d786,1,20260421_072148_YQRPBD_c000_lview_t3233.jpg,faceight/images/20260421_072148_YQRPBD_c000_f000100.jpg
20260421_072148_YQRPBD_c000_left_f000286.jpg,20260421_072148_YQRPBD,000,left,286,9233,518282,2f6d2b5a0d3c588cdd562ec113c09dad,1,20260421_072148_YQRPBD_c000_lview_t9233.jpg,faceight/images/20260421_072148_YQRPBD_c000_f000286.jpg
20260421_073238_QNCRLH_c002_left_f001867.jpg,20260421_073238_QNCRLH,002,left,1867,60233,563989,b9401c5e1318f9941588b017aa67b7b3,1,20260421_073238_QNCRLH_c002_lview_t60233.jpg,faceight/images/20260421_073238_QNCRLH_c002_f001867.jpg
20260421_073238_QNCRLH_c002_left_f005588.jpg,20260421_073238_QNCRLH,002,left,5588,180233,572500,cb788e48b1ede0b8a4f0c608d0c803e5,1,20260421_073238_QNCRLH_c002_lview_t180233.jpg,faceight/images/20260421_073238_QNCRLH_c002_f005588.jpg
20260421_074843_GDBCPE_c000_left_f001867.jpg,20260421_074843_GDBCPE,000,left,1867,60233,599858,9f07aa5b81e42aebec4141a6bf2ec0ae,1,20260421_074843_GDBCPE_c000_lview_t60233.jpg,faceight/images/20260421_074843_GDBCPE_c000_f001867.jpg
20260421_074843_GDBCPE_c000_left_f003728.jpg,20260421_074843_GDBCPE,000,left,3728,120233,614026,b73327e5b7ba1a9511ec8851c11e807a,1,20260421_074843_GDBCPE_c000_lview_t120233.jpg,faceight/images/20260421_074843_GDBCPE_c000_f003728.jpg
20260421_074843_GDBCPE_c000_left_f005588.jpg,20260421_074843_GDBCPE,000,left,5588,180233,599315,6fc7f9cb22305a116551c1f170cb73ff,1,20260421_074843_GDBCPE_c000_lview_t180233.jpg,faceight/images/20260421_074843_GDBCPE_c000_f005588.jpg
20260421_075545_WXTGHN_c002_left_f000100.jpg,20260421_075545_WXTGHN,002,left,100,3233,649072,acdc2b9bd67f1f266a6dbad7cdbabcc5,1,20260421_075545_WXTGHN_c002_lview_t3233.jpg,faceight/images/20260421_075545_WXTGHN_c002_f000100.jpg
20260421_075545_WXTGHN_c002_left_f000286.jpg,20260421_075545_WXTGHN,002,left,286,9233,669218,6c6598dd221fc0b002839f3ecebe3afd,1,20260421_075545_WXTGHN_c002_lview_t9233.jpg,faceight/images/20260421_075545_WXTGHN_c002_f000286.jpg
