image,session,chunk,eye,frame_idx,size,md5,t_ms,src_path
20260419_091248_TYMVSS_c001_left_f002100.jpg,20260419_091248_TYMVSS,001,left,2100,827128,e974d7fce1095dccf60f9b42c4f26e16,70000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0007000.jpg
20260419_091248_TYMVSS_c001_left_f002160.jpg,20260419_091248_TYMVSS,001,left,2160,852560,af62cf270f4f4d0db54dfea3cbae0da2,72000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0007200.jpg
20260419_091248_TYMVSS_c001_left_f002220.jpg,20260419_091248_TYMVSS,001,left,2220,829588,ae3fffc1bac92cfaa829b9c4c3ceac95,74000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0007400.jpg
20260419_091248_TYMVSS_c001_left_f002280.jpg,20260419_091248_TYMVSS,001,left,2280,701126,70ad0eb3777abfe39997b1d1eed12c6a,76000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0007600.jpg
20260419_091248_TYMVSS_c001_left_f002340.jpg,20260419_091248_TYMVSS,001,left,2340,871441,37629db8d8cb44f650db8ebb898c30dc,78000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0007800.jpg
20260419_091248_TYMVSS_c001_left_f002400.jpg,20260419_091248_TYMVSS,001,left,2400,866737,32a5a133f9fed66fb94ec2d9e283f6f7,80000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0008000.jpg
20260419_091248_TYMVSS_c001_left_f002460.jpg,20260419_091248_TYMVSS,001,left,2460,822980,c0c766652d4d16656287699f47bd739f,82000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0008200.jpg
20260419_091248_TYMVSS_c001_left_f002520.jpg,20260419_091248_TYMVSS,001,left,2520,864266,35535a9046b4171b2554374e73af81b2,84000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0008400.jpg
20260419_091248_TYMVSS_c001_left_f002580.jpg,20260419_091248_TYMVSS,001,left,2580,853963,7995b4263eceff48ce4ccb98cc859cff,86000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0008600.jpg
20260419_091248_TYMVSS_c001_left_f002640.jpg,20260419_091248_TYMVSS,001,left,2640,826710,3e0d51b5f8a08451d6b13009f0ac1eb6,88000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0008800.jpg
20260419_091248_TYMVSS_c001_left_f002700.jpg,20260419_091248_TYMVSS,001,left,2700,855362,69a2998ef0fbc6efcdf01c5c29c36bfc,90000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0009000.jpg
20260419_091248_TYMVSS_c001_left_f002760.jpg,20260419_091248_TYMVSS,001,left,2760,818135,b3a71f1b6bed8b0397a0eaa239052954,92000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0009200.jpg
20260419_091248_TYMVSS_c001_left_f002820.jpg,20260419_091248_TYMVSS,001,left,2820,851645,27e11a6a767d41e3a7ea0d38060b996c,94000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0009400.jpg
20260419_091248_TYMVSS_c001_left_f002880.jpg,20260419_091248_TYMVSS,001,left,2880,823607,9cb7cfbb5f413aa3b9348ef85c7593c2,96000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0009600.jpg
20260419_091248_TYMVSS_c001_left_f002940.jpg,20260419_091248_TYMVSS,001,left,2940,846411,18bd7d7f0f5a48d3d30ae8fd1a81cb01,98000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0009800.jpg
20260419_091248_TYMVSS_c001_left_f003000.jpg,20260419_091248_TYMVSS,001,left,3000,855218,edb1b582ac7b93e370b32a40875fdd66,100000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0010000.jpg
20260419_091248_TYMVSS_c001_left_f003060.jpg,20260419_091248_TYMVSS,001,left,3060,848591,5f605ac821efa595d6a71839efea596d,102000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0010200.jpg
20260419_091248_TYMVSS_c001_left_f003120.jpg,20260419_091248_TYMVSS,001,left,3120,858209,9f98fec1f6a5fc92f96fd572d5f1d546,104000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0010400.jpg
20260419_091248_TYMVSS_c001_left_f003180.jpg,20260419_091248_TYMVSS,001,left,3180,828173,f452c6562a5d2558c6ec6dd78338dd88,106000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0010600.jpg
20260419_091248_TYMVSS_c001_left_f003240.jpg,20260419_091248_TYMVSS,001,left,3240,831619,f65e1cf652feed89d6043d300520e22d,108000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0010800.jpg
20260419_091248_TYMVSS_c001_left_f003300.jpg,20260419_091248_TYMVSS,001,left,3300,852672,c0d9e8b671b268948b2e4e000dff7ccf,110000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0011000.jpg
20260419_091248_TYMVSS_c001_left_f003360.jpg,20260419_091248_TYMVSS,001,left,3360,851365,ce2269dde397cfce59bb4e4b3331c600,112000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0011200.jpg
20260419_091248_TYMVSS_c001_left_f003420.jpg,20260419_091248_TYMVSS,001,left,3420,832519,066d225a0867fae8d1939e8a94a35733,114000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0011400.jpg
20260419_091248_TYMVSS_c001_left_f003480.jpg,20260419_091248_TYMVSS,001,left,3480,851028,a8b1158c08006aadd729e5241524990f,116000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0011600.jpg
20260419_091248_TYMVSS_c001_left_f003540.jpg,20260419_091248_TYMVSS,001,left,3540,806264,7bf09bb1e694273b80ca7eecbde2f4a4,118000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0011800.jpg
20260419_091248_TYMVSS_c001_left_f003600.jpg,20260419_091248_TYMVSS,001,left,3600,840282,9bdfd9b583d72e46c5958a8b89afb642,120000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0012000.jpg
20260419_091248_TYMVSS_c001_left_f003660.jpg,20260419_091248_TYMVSS,001,left,3660,853938,7252406410c96c71c18b0c50b30d04df,122000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0012200.jpg
20260419_091248_TYMVSS_c001_left_f003720.jpg,20260419_091248_TYMVSS,001,left,3720,826343,971bf672fd174b95a9d047fa09666665,124000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0012400.jpg
20260419_091248_TYMVSS_c001_left_f003780.jpg,20260419_091248_TYMVSS,001,left,3780,871373,f05c816809eee509d953f761d9feab3f,126000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0012600.jpg
20260419_091248_TYMVSS_c001_left_f003840.jpg,20260419_091248_TYMVSS,001,left,3840,762412,939f1e65e545af024e59d1384ebff4d5,128000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0012800.jpg
20260419_091248_TYMVSS_c001_left_f003900.jpg,20260419_091248_TYMVSS,001,left,3900,846784,aa3a8561b6aaa7d0b412b4f5268a607f,130000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0013000.jpg
20260419_091248_TYMVSS_c001_left_f003960.jpg,20260419_091248_TYMVSS,001,left,3960,759358,5edb225923909bcf4efe69dd9d987e83,132000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0013200.jpg
20260419_091248_TYMVSS_c001_left_f004020.jpg,20260419_091248_TYMVSS,001,left,4020,837990,6e532097c59881047a7944a2a43bcfe0,134000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0013400.jpg
20260419_091248_TYMVSS_c001_left_f004080.jpg,20260419_091248_TYMVSS,001,left,4080,733879,3160260fe956e88a74234b5c7c6b8651,136000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0013600.jpg
20260419_091248_TYMVSS_c001_left_f004140.jpg,20260419_091248_TYMVSS,001,left,4140,814454,fa6d8db2aa5ea80c7517cee162fd45e7,138000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0013800.jpg
20260419_091248_TYMVSS_c001_left_f004200.jpg,20260419_091248_TYMVSS,001,left,4200,772574,74edbe67bcc376423305199842609b0a,140000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0014000.jpg
20260419_091248_TYMVSS_c001_left_f004260.jpg,20260419_091248_TYMVSS,001,left,4260,812970,3bf1fc96f8db6bbac0d64dc3b5f165f7,142000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0014200.jpg
20260419_091248_TYMVSS_c001_left_f004320.jpg,20260419_091248_TYMVSS,001,left,4320,811706,cb73e651467489c4034d12a25f3e8914,144000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0014400.jpg
20260419_091248_TYMVSS_c001_left_f004380.jpg,20260419_091248_TYMVSS,001,left,4380,821528,0dcb855682d9c333599ea9176c81a137,146000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0014600.jpg
20260419_091248_TYMVSS_c001_left_f004440.jpg,20260419_091248_TYMVSS,001,left,4440,797356,b8f0852154d5aa1d0a48483b5b1ddab8,148000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0014800.jpg
20260419_091248_TYMVSS_c001_left_f004500.jpg,20260419_091248_TYMVSS,001,left,4500,777216,34e245393788ff3db9b698bc49672f01,150000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0015000.jpg
20260419_091248_TYMVSS_c001_left_f004560.jpg,20260419_091248_TYMVSS,001,left,4560,828994,5cd3370f075ea4bb82db115bc8ac32aa,152000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0015200.jpg
20260419_091248_TYMVSS_c001_left_f004620.jpg,20260419_091248_TYMVSS,001,left,4620,823877,73166cdd0a2b1c73f0f8f925b6131c63,154000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0015400.jpg
20260419_091248_TYMVSS_c001_left_f004680.jpg,20260419_091248_TYMVSS,001,left,4680,807107,bd8fe2df4b375c3c299b371529f14508,156000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0015600.jpg
20260419_091248_TYMVSS_c001_left_f004740.jpg,20260419_091248_TYMVSS,001,left,4740,805630,3d224954b8361715c6ec2901ce91a82b,158000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0015800.jpg
20260419_091248_TYMVSS_c001_left_f004800.jpg,20260419_091248_TYMVSS,001,left,4800,835321,ac1a1ea95d0da4e2e283ba1603c07e86,160000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0016000.jpg
20260419_091248_TYMVSS_c001_left_f004860.jpg,20260419_091248_TYMVSS,001,left,4860,859170,126964b33c4dbf9d2590a216a36b60ce,162000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0016200.jpg
20260419_091248_TYMVSS_c001_left_f004920.jpg,20260419_091248_TYMVSS,001,left,4920,871551,cace126648afa24b84be7295c57ecd55,164000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0016400.jpg
20260419_091248_TYMVSS_c001_left_f004980.jpg,20260419_091248_TYMVSS,001,left,4980,854602,0ac1359a61904e7725bd57da4f7615bc,166000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0016600.jpg
20260419_091248_TYMVSS_c001_left_f005040.jpg,20260419_091248_TYMVSS,001,left,5040,814930,2bd84ad5c1a82ae1ff7260ac6f2939ab,168000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0016800.jpg
20260419_091248_TYMVSS_c001_left_f005100.jpg,20260419_091248_TYMVSS,001,left,5100,837452,b78e33f7d843e35b4406ff01bd135cd8,170000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0017000.jpg
20260419_091248_TYMVSS_c001_left_f005160.jpg,20260419_091248_TYMVSS,001,left,5160,834387,663987a0527f27174d6ef8fdc00fdcc7,172000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0017200.jpg
20260419_091248_TYMVSS_c001_left_f005220.jpg,20260419_091248_TYMVSS,001,left,5220,835766,6d4bd365919f78840363b9bc2ea9d506,174000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0017400.jpg
20260419_091248_TYMVSS_c001_left_f005280.jpg,20260419_091248_TYMVSS,001,left,5280,873405,5d90ff47e42fa7288bb3c2575c3602b7,176000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0017600.jpg
20260419_091248_TYMVSS_c001_left_f005340.jpg,20260419_091248_TYMVSS,001,left,5340,827115,a74bfeee6692b059e6f137de55edc56e,178000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0017800.jpg
20260419_091248_TYMVSS_c001_left_f005400.jpg,20260419_091248_TYMVSS,001,left,5400,819596,0a4255b4a85cfecb3c732755b3ce047e,180000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0018000.jpg
20260419_091248_TYMVSS_c001_left_f005460.jpg,20260419_091248_TYMVSS,001,left,5460,849376,ef403930fdd415613e84c5c78a5e6be3,182000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0018200.jpg
20260419_091248_TYMVSS_c001_left_f005520.jpg,20260419_091248_TYMVSS,001,left,5520,810320,dfa28038b55b85ed323dde4ed5de29c0,184000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0018400.jpg
20260419_091248_TYMVSS_c001_left_f005580.jpg,20260419_091248_TYMVSS,001,left,5580,838038,a8765c23882d7e9a05c2d480605dd47e,186000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0018600.jpg
20260419_091248_TYMVSS_c001_left_f005640.jpg,20260419_091248_TYMVSS,001,left,5640,846747,24c686ee32b7624ae137747a1062db96,188000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0018800.jpg
20260419_091248_TYMVSS_c001_left_f005700.jpg,20260419_091248_TYMVSS,001,left,5700,813155,0f2317dc4df70bec4e6509ac77155a46,190000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0019000.jpg
20260419_091248_TYMVSS_c001_left_f005760.jpg,20260419_091248_TYMVSS,001,left,5760,823196,aa5bfbd9ff5c375c6f95a200f948953d,192000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0019200.jpg
20260419_091248_TYMVSS_c001_left_f005820.jpg,20260419_091248_TYMVSS,001,left,5820,824099,9b57130c2b5ed1f10483083be8ef3464,194000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0019400.jpg
20260419_091248_TYMVSS_c001_left_f005880.jpg,20260419_091248_TYMVSS,001,left,5880,900460,a0e32308443935b03f9e15714c870925,196000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0019600.jpg
20260419_091248_TYMVSS_c001_left_f005940.jpg,20260419_091248_TYMVSS,001,left,5940,812448,837ee323efda150dcfc4a9dd32ca8201,198000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0019800.jpg
20260419_091248_TYMVSS_c001_left_f006000.jpg,20260419_091248_TYMVSS,001,left,6000,872712,ec4a4df8bb0d2c3875d585ccc64d3799,200000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0020000.jpg
20260419_091248_TYMVSS_c001_left_f006060.jpg,20260419_091248_TYMVSS,001,left,6060,865241,2f854c443f50377882f6190b2297fe72,202000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0020200.jpg
20260419_091248_TYMVSS_c001_left_f006120.jpg,20260419_091248_TYMVSS,001,left,6120,816121,2371a91fd4333c25b71869a9db56a448,204000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0020400.jpg
20260419_091248_TYMVSS_c001_left_f006180.jpg,20260419_091248_TYMVSS,001,left,6180,868161,5601132a0a77c5494c38ebfd83eea500,206000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0020600.jpg
20260419_091248_TYMVSS_c001_left_f006240.jpg,20260419_091248_TYMVSS,001,left,6240,820846,341cde6d22104edb469f14b5ea218b13,208000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0020800.jpg
20260419_091248_TYMVSS_c001_left_f006300.jpg,20260419_091248_TYMVSS,001,left,6300,760340,eb8eb85524c71486e8df20d944a46fe1,210000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0021000.jpg
20260419_091248_TYMVSS_c001_left_f006360.jpg,20260419_091248_TYMVSS,001,left,6360,840751,8b4398241c6e4defe9ed0874d6619502,212000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0021200.jpg
20260419_091248_TYMVSS_c001_left_f006420.jpg,20260419_091248_TYMVSS,001,left,6420,865190,47155298839f76b38d869e660d650dbd,214000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0021400.jpg
20260419_091248_TYMVSS_c001_left_f006480.jpg,20260419_091248_TYMVSS,001,left,6480,839740,1718a83448005f92bb868e76b6babdcb,216000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0021600.jpg
20260419_091248_TYMVSS_c001_left_f006540.jpg,20260419_091248_TYMVSS,001,left,6540,837313,07e09e86ef7f1eaf15c45ee2de85a8e2,218000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0021800.jpg
20260419_091248_TYMVSS_c001_left_f006600.jpg,20260419_091248_TYMVSS,001,left,6600,802714,f07526633d518458aaab93dea6a55e34,220000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0022000.jpg
20260419_091248_TYMVSS_c001_left_f006660.jpg,20260419_091248_TYMVSS,001,left,6660,803959,b336f19e01fcea01922b55bb9dcb3c53,222000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0022200.jpg
20260419_091248_TYMVSS_c001_left_f006720.jpg,20260419_091248_TYMVSS,001,left,6720,781048,986b69db6cf1e19beac4372cebaa5456,224000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0022400.jpg
20260419_091248_TYMVSS_c001_left_f006780.jpg,20260419_091248_TYMVSS,001,left,6780,787338,52ccd36ce169d07093a0f6d008cb99ff,226000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0022600.jpg
20260419_091248_TYMVSS_c001_left_f006840.jpg,20260419_091248_TYMVSS,001,left,6840,799865,dd2e508d871746d5a2af455c1e563994,228000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0022800.jpg
20260419_091248_TYMVSS_c001_left_f006900.jpg,20260419_091248_TYMVSS,001,left,6900,803579,bbff078dfcdcf474514f1cfa5b3e4b69,230000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/lview/t0023000.jpg
20260419_091248_TYMVSS_c001_right_f000000.jpg,20260419_091248_TYMVSS,001,right,0,751886,0d1d549521decfe1f87db6d2a8894bbf,0,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/rview/t0000000.jpg
20260419_091248_TYMVSS_c001_right_f000060.jpg,20260419_091248_TYMVSS,001,right,60,832522,d8b4e24e0a606bbfc2a6957a5c13b1c7,2000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/rview/t0000200.jpg
20260419_091248_TYMVSS_c001_right_f000120.jpg,20260419_091248_TYMVSS,001,right,120,832823,81080f26ef785935168be4e52cbf9b60,4000,/root/failset-frames/frames/20260419_091248_TYMVSS_c001/rview/t0000400.jpg
