image,session,chunk,eye,frame_idx,size,md5,src_key,src_frame,oss_key
20260417_080627_RTYMEH_c000_f001350.jpg,20260417_080627_RTYMEH,000,right,1350,568659,e185fd8105679b115b16e7627ab1e554,20260417_080627_RTYMEH/chunk_000/vst_right/vst_right_video.mp4,1350,pii/data/face_mine_right/20260417_080627_RTYMEH_c000_f001350.jpg
20260417_080627_RTYMEH_c000_f001440.jpg,20260417_080627_RTYMEH,000,right,1440,594924,fcce34749f328f7dcf891aff6ba6ee5e,20260417_080627_RTYMEH/chunk_000/vst_right/vst_right_video.mp4,1440,pii/data/face_mine_right/20260417_080627_RTYMEH_c000_f001440.jpg
20260417_080627_RTYMEH_c000_f001470.jpg,20260417_080627_RTYMEH,000,right,1470,584029,9ea56f4a60094719d49cb6459ad51e2d,20260417_080627_RTYMEH/chunk_000/vst_right/vst_right_video.mp4,1470,pii/data/face_mine_right/20260417_080627_RTYMEH_c000_f001470.jpg
20260417_080627_RTYMEH_c000_f002730.jpg,20260417_080627_RTYMEH,000,right,2730,594100,fa7d1636811843b60f4d3294f5af82a9,20260417_080627_RTYMEH/chunk_000/vst_right/vst_right_video.mp4,2730,pii/data/face_mine_right/20260417_080627_RTYMEH_c000_f002730.jpg
20260417_080627_RTYMEH_c000_f003150.jpg,20260417_080627_RTYMEH,000,right,3150,603850,1df270df9cb03d19fdf03c4fda489083,20260417_080627_RTYMEH/chunk_000/vst_right/vst_right_video.mp4,3150,pii/data/face_mine_right/20260417_080627_RTYMEH_c000_f003150.jpg
20260417_080627_RTYMEH_c000_f003720.jpg,20260417_080627_RTYMEH,000,right,3720,597468,1a5464f28ee1db59bdd50a6d69238c34,20260417_080627_RTYMEH/chunk_000/vst_right/vst_right_video.mp4,3720,pii/data/face_mine_right/20260417_080627_RTYMEH_c000_f003720.jpg
20260417_082602_VVHYNB_c002_f000030.jpg,20260417_082602_VVHYNB,002,right,30,618788,dcf40352ea9d5e697989d9a838398664,20260417_082602_VVHYNB/chunk_002/vst_right/vst_right_video.mp4,30,pii/data/face_mine_right/20260417_082602_VVHYNB_c002_f000030.jpg
20260417_082602_VVHYNB_c002_f001140.jpg,20260417_082602_VVHYNB,002,right,1140,604504,9b9fd3c043f48c05eea786b83d851fc6,20260417_082602_VVHYNB/chunk_002/vst_right/vst_right_video.mp4,1140,pii/data/face_mine_right/20260417_082602_VVHYNB_c002_f001140.jpg
20260417_082602_VVHYNB_c002_f002850.jpg,20260417_082602_VVHYNB,002,right,2850,626580,981114ae7818d3fdea0eeadd6e14e851,20260417_082602_VVHYNB/chunk_002/vst_right/vst_right_video.mp4,2850,pii/data/face_mine_right/20260417_082602_VVHYNB_c002_f002850.jpg
20260417_083705_UNVTXL_c000_f004200.jpg,20260417_083705_UNVTXL,000,right,4200,594379,ad00317c3959ee88be8b3cd21bd6128d,20260417_083705_UNVTXL/chunk_000/vst_right/vst_right_video.mp4,4200,pii/data/face_mine_right/20260417_083705_UNVTXL_c000_f004200.jpg
20260417_083705_UNVTXL_c000_f004380.jpg,20260417_083705_UNVTXL,000,right,4380,593071,4ed79914bf70e040e9a6109c52ed9560,20260417_083705_UNVTXL/chunk_000/vst_right/vst_right_video.mp4,4380,pii/data/face_mine_right/20260417_083705_UNVTXL_c000_f004380.jpg
20260417_083705_UNVTXL_c000_f005670.jpg,20260417_083705_UNVTXL,000,right,5670,661645,373fa48088bb88baeb4dafa87e7dddaa,20260417_083705_UNVTXL/chunk_000/vst_right/vst_right_video.mp4,5670,pii/data/face_mine_right/20260417_083705_UNVTXL_c000_f005670.jpg
20260417_083705_UNVTXL_c000_f006060.jpg,20260417_083705_UNVTXL,000,right,6060,580957,eb712df26e76d39058442ea7bb8f2566,20260417_083705_UNVTXL/chunk_000/vst_right/vst_right_video.mp4,6060,pii/data/face_mine_right/20260417_083705_UNVTXL_c000_f006060.jpg
20260417_084203_HXEPXM_c002_f002130.jpg,20260417_084203_HXEPXM,002,right,2130,653182,2aa46c17cfcc4fb1b0a8a1515e6a6c5c,20260417_084203_HXEPXM/chunk_002/vst_right/vst_right_video.mp4,2130,pii/data/face_mine_right/20260417_084203_HXEPXM_c002_f002130.jpg
20260417_091444_RUJSHN_c001_f000240.jpg,20260417_091444_RUJSHN,001,right,240,647097,b16a1d5034b784c9cc8c3b90f9af2158,20260417_091444_RUJSHN/chunk_001/vst_right/vst_right_video.mp4,240,pii/data/face_mine_right/20260417_091444_RUJSHN_c001_f000240.jpg
20260417_091444_RUJSHN_c001_f006840.jpg,20260417_091444_RUJSHN,001,right,6840,638275,bf8d16d283e3d70fc2d47872ea826078,20260417_091444_RUJSHN/chunk_001/vst_right/vst_right_video.mp4,6840,pii/data/face_mine_right/20260417_091444_RUJSHN_c001_f006840.jpg
20260421_082931_GMBKXS_c000_f002130.jpg,20260421_082931_GMBKXS,000,right,2130,845741,a3c99f2482602f5e770b1f4ced3dd725,20260421_082931_GMBKXS/chunk_000/vst_right/vst_right_video.mp4,2130,pii/data/face_mine_right/20260421_082931_GMBKXS_c000_f002130.jpg
20260421_082931_GMBKXS_c000_f003960.jpg,20260421_082931_GMBKXS,000,right,3960,822569,29cb0653c2e7a8fd539dc16d6ff7965e,20260421_082931_GMBKXS/chunk_000/vst_right/vst_right_video.mp4,3960,pii/data/face_mine_right/20260421_082931_GMBKXS_c000_f003960.jpg
20260421_082931_GMBKXS_c000_f008220.jpg,20260421_082931_GMBKXS,000,right,8220,825916,cb501f486f1f10fec7ab719cdae1cc50,20260421_082931_GMBKXS/chunk_000/vst_right/vst_right_video.mp4,8220,pii/data/face_mine_right/20260421_082931_GMBKXS_c000_f008220.jpg
20260421_084043_HVJGZG_c000_f003690.jpg,20260421_084043_HVJGZG,000,right,3690,797867,86529a050103176602f406e19279a92a,20260421_084043_HVJGZG/chunk_000/vst_right/vst_right_video.mp4,3690,pii/data/face_mine_right/20260421_084043_HVJGZG_c000_f003690.jpg
20260421_091056_PWJPDQ_c005_f007740.jpg,20260421_091056_PWJPDQ,005,right,7740,753330,a538afcab8b48fbc227c2aa50305f714,20260421_091056_PWJPDQ/chunk_005/vst_right/vst_right_video.mp4,7740,pii/data/face_mine_right/20260421_091056_PWJPDQ_c005_f007740.jpg
20260421_091607_RHGJGE_c002_f004050.jpg,20260421_091607_RHGJGE,002,right,4050,702430,adb021adf35d31aadacee819f0bb081a,20260421_091607_RHGJGE/chunk_002/vst_right/vst_right_video.mp4,4050,pii/data/face_mine_right/20260421_091607_RHGJGE_c002_f004050.jpg
20260421_093800_DQJASM_c000_f001050.jpg,20260421_093800_DQJASM,000,right,1050,832834,7eca10d7ab524bae27758db1d3c38826,20260421_093800_DQJASM/chunk_000/vst_right/vst_right_video.mp4,1050,pii/data/face_mine_right/20260421_093800_DQJASM_c000_f001050.jpg
20260421_093800_DQJASM_c000_f001260.jpg,20260421_093800_DQJASM,000,right,1260,792111,c9697f0122f20b55ad0007e89e3b51ae,20260421_093800_DQJASM/chunk_000/vst_right/vst_right_video.mp4,1260,pii/data/face_mine_right/20260421_093800_DQJASM_c000_f001260.jpg
20260421_093800_DQJASM_c000_f002760.jpg,20260421_093800_DQJASM,000,right,2760,808177,79ac32e544013b7ade8323062e9bf921,20260421_093800_DQJASM/chunk_000/vst_right/vst_right_video.mp4,2760,pii/data/face_mine_right/20260421_093800_DQJASM_c000_f002760.jpg
20260421_093800_DQJASM_c000_f003870.jpg,20260421_093800_DQJASM,000,right,3870,730567,08d712613d163d0ae48556f7250b56c7,20260421_093800_DQJASM/chunk_000/vst_right/vst_right_video.mp4,3870,pii/data/face_mine_right/20260421_093800_DQJASM_c000_f003870.jpg
20260421_093800_DQJASM_c000_f004740.jpg,20260421_093800_DQJASM,000,right,4740,768817,68678abe0eebf363046240a8fb8c5396,20260421_093800_DQJASM/chunk_000/vst_right/vst_right_video.mp4,4740,pii/data/face_mine_right/20260421_093800_DQJASM_c000_f004740.jpg
20260421_093800_DQJASM_c000_f005700.jpg,20260421_093800_DQJASM,000,right,5700,811945,985ca3a3bf9d3c6833dadbc3eaae9af4,20260421_093800_DQJASM/chunk_000/vst_right/vst_right_video.mp4,5700,pii/data/face_mine_right/20260421_093800_DQJASM_c000_f005700.jpg
20260421_093800_DQJASM_c000_f005760.jpg,20260421_093800_DQJASM,000,right,5760,773076,5cf34cefae54087d7d672bd0374f4b4f,20260421_093800_DQJASM/chunk_000/vst_right/vst_right_video.mp4,5760,pii/data/face_mine_right/20260421_093800_DQJASM_c000_f005760.jpg
20260421_093800_DQJASM_c000_f005970.jpg,20260421_093800_DQJASM,000,right,5970,846976,11625382afe28eb03eb048b8935e496a,20260421_093800_DQJASM/chunk_000/vst_right/vst_right_video.mp4,5970,pii/data/face_mine_right/20260421_093800_DQJASM_c000_f005970.jpg
20260421_093800_DQJASM_c000_f006570.jpg,20260421_093800_DQJASM,000,right,6570,780761,9cb70e9d3af7ca38e87d3227ff1a3596,20260421_093800_DQJASM/chunk_000/vst_right/vst_right_video.mp4,6570,pii/data/face_mine_right/20260421_093800_DQJASM_c000_f006570.jpg
20260421_093800_DQJASM_c000_f006960.jpg,20260421_093800_DQJASM,000,right,6960,821637,1412b2423b46071317038bfc93da5a1e,20260421_093800_DQJASM/chunk_000/vst_right/vst_right_video.mp4,6960,pii/data/face_mine_right/20260421_093800_DQJASM_c000_f006960.jpg
20260421_093800_DQJASM_c000_f009090.jpg,20260421_093800_DQJASM,000,right,9090,814164,a35b4ade32169d1b364f6ab843b3d8c1,20260421_093800_DQJASM/chunk_000/vst_right/vst_right_video.mp4,9090,pii/data/face_mine_right/20260421_093800_DQJASM_c000_f009090.jpg
20260421_093800_DQJASM_c000_f009780.jpg,20260421_093800_DQJASM,000,right,9780,797240,1bdbdf9b41ececdb609ac69e4a30fe34,20260421_093800_DQJASM/chunk_000/vst_right/vst_right_video.mp4,9780,pii/data/face_mine_right/20260421_093800_DQJASM_c000_f009780.jpg
20260421_104726_CDCRPX_c000_f001050.jpg,20260421_104726_CDCRPX,000,right,1050,699673,b75869cb1c51250fb29e868a3ee3cfff,20260421_104726_CDCRPX/chunk_000/vst_right/vst_right_video.mp4,1050,pii/data/face_mine_right/20260421_104726_CDCRPX_c000_f001050.jpg
20260421_104726_CDCRPX_c000_f005280.jpg,20260421_104726_CDCRPX,000,right,5280,703001,3b84fbd5ab1ab531e7c420ddefc33248,20260421_104726_CDCRPX/chunk_000/vst_right/vst_right_video.mp4,5280,pii/data/face_mine_right/20260421_104726_CDCRPX_c000_f005280.jpg
20260421_111728_EHTMGA_c001_f002220.jpg,20260421_111728_EHTMGA,001,right,2220,709173,956f9888e5f8d2bfcfd4ea6354a85312,20260421_111728_EHTMGA/chunk_001/vst_right/vst_right_video.mp4,2220,pii/data/face_mine_right/20260421_111728_EHTMGA_c001_f002220.jpg
20260422_010914_VEBNSQ_c002_f005700.jpg,20260422_010914_VEBNSQ,002,right,5700,568904,ca0f197d278c4c6add1bb4b1f92c1ba8,20260422_010914_VEBNSQ/chunk_002/vst_right/vst_right_video.mp4,5700,pii/data/face_mine_right/20260422_010914_VEBNSQ_c002_f005700.jpg
20260422_012603_ZAUZJC_c001_f001290.jpg,20260422_012603_ZAUZJC,001,right,1290,586294,d065ba843532c6e3c7293dc4f4d032c8,20260422_012603_ZAUZJC/chunk_001/vst_right/vst_right_video.mp4,1290,pii/data/face_mine_right/20260422_012603_ZAUZJC_c001_f001290.jpg
20260422_012603_ZAUZJC_c001_f005070.jpg,20260422_012603_ZAUZJC,001,right,5070,590764,4239b154dbe316642dd2e8260503b924,20260422_012603_ZAUZJC/chunk_001/vst_right/vst_right_video.mp4,5070,pii/data/face_mine_right/20260422_012603_ZAUZJC_c001_f005070.jpg
20260422_012603_ZAUZJC_c001_f006990.jpg,20260422_012603_ZAUZJC,001,right,6990,587094,061d468de7259bc44b1dba4092902634,20260422_012603_ZAUZJC/chunk_001/vst_right/vst_right_video.mp4,6990,pii/data/face_mine_right/20260422_012603_ZAUZJC_c001_f006990.jpg
20260422_012603_ZAUZJC_c001_f007110.jpg,20260422_012603_ZAUZJC,001,right,7110,589581,92d2a330674dd1080fc6efa9eb61f535,20260422_012603_ZAUZJC/chunk_001/vst_right/vst_right_video.mp4,7110,pii/data/face_mine_right/20260422_012603_ZAUZJC_c001_f007110.jpg
20260422_012603_ZAUZJC_c001_f007650.jpg,20260422_012603_ZAUZJC,001,right,7650,585727,c6913c944b19bea03a3846363e8ee704,20260422_012603_ZAUZJC/chunk_001/vst_right/vst_right_video.mp4,7650,pii/data/face_mine_right/20260422_012603_ZAUZJC_c001_f007650.jpg
20260422_012603_ZAUZJC_c001_f011100.jpg,20260422_012603_ZAUZJC,001,right,11100,586850,0f2c330f06f2e06a134f8c15212d4dde,20260422_012603_ZAUZJC/chunk_001/vst_right/vst_right_video.mp4,11100,pii/data/face_mine_right/20260422_012603_ZAUZJC_c001_f011100.jpg
20260422_022206_UNRDGG_c000_f008430.jpg,20260422_022206_UNRDGG,000,right,8430,768615,7b14b0af9e76fb464a5bf7e904a47f01,20260422_022206_UNRDGG/chunk_000/vst_right/vst_right_video.mp4,8430,pii/data/face_mine_right/20260422_022206_UNRDGG_c000_f008430.jpg
20260422_023007_VDFPYA_c000_f005220.jpg,20260422_023007_VDFPYA,000,right,5220,966900,6da6de86cb29b884b07a3a1e7cddc541,20260422_023007_VDFPYA/chunk_000/vst_right/vst_right_video.mp4,5220,pii/data/face_mine_right/20260422_023007_VDFPYA_c000_f005220.jpg
20260422_023007_VDFPYA_c000_f006420.jpg,20260422_023007_VDFPYA,000,right,6420,916389,1ee46c1c4e515fcb0402496b9833a904,20260422_023007_VDFPYA/chunk_000/vst_right/vst_right_video.mp4,6420,pii/data/face_mine_right/20260422_023007_VDFPYA_c000_f006420.jpg
20260422_023007_VDFPYA_c000_f009180.jpg,20260422_023007_VDFPYA,000,right,9180,837151,dcc8184a0da3c40debb42282fe48889e,20260422_023007_VDFPYA/chunk_000/vst_right/vst_right_video.mp4,9180,pii/data/face_mine_right/20260422_023007_VDFPYA_c000_f009180.jpg
20260422_023007_VDFPYA_c000_f010740.jpg,20260422_023007_VDFPYA,000,right,10740,873421,3e3e482c2c5d3f01963ed45d69f10542,20260422_023007_VDFPYA/chunk_000/vst_right/vst_right_video.mp4,10740,pii/data/face_mine_right/20260422_023007_VDFPYA_c000_f010740.jpg
20260422_090858_TVELVZ_c000_f001560.jpg,20260422_090858_TVELVZ,000,right,1560,522827,676d107d81c47cedd1ef3363aac2796a,20260422_090858_TVELVZ/chunk_000/vst_right/vst_right_video.mp4,1560,pii/data/face_mine_right/20260422_090858_TVELVZ_c000_f001560.jpg
20260422_090858_TVELVZ_c000_f003330.jpg,20260422_090858_TVELVZ,000,right,3330,556662,b7dad6c382d57b1afe10b43e8c657324,20260422_090858_TVELVZ/chunk_000/vst_right/vst_right_video.mp4,3330,pii/data/face_mine_right/20260422_090858_TVELVZ_c000_f003330.jpg
20260422_090858_TVELVZ_c000_f003630.jpg,20260422_090858_TVELVZ,000,right,3630,510152,412d7ee2ddab454a674ef95721729565,20260422_090858_TVELVZ/chunk_000/vst_right/vst_right_video.mp4,3630,pii/data/face_mine_right/20260422_090858_TVELVZ_c000_f003630.jpg
20260422_090858_TVELVZ_c000_f003870.jpg,20260422_090858_TVELVZ,000,right,3870,563831,4816773d47a8d898fb9f7813f1aff0ef,20260422_090858_TVELVZ/chunk_000/vst_right/vst_right_video.mp4,3870,pii/data/face_mine_right/20260422_090858_TVELVZ_c000_f003870.jpg
20260422_090858_TVELVZ_c000_f003900.jpg,20260422_090858_TVELVZ,000,right,3900,544338,81161ad3809842c41f0b712483c6569a,20260422_090858_TVELVZ/chunk_000/vst_right/vst_right_video.mp4,3900,pii/data/face_mine_right/20260422_090858_TVELVZ_c000_f003900.jpg
20260422_090858_TVELVZ_c000_f003930.jpg,20260422_090858_TVELVZ,000,right,3930,572199,e560de1a2beef5e4a8d9880ae1dd1cff,20260422_090858_TVELVZ/chunk_000/vst_right/vst_right_video.mp4,3930,pii/data/face_mine_right/20260422_090858_TVELVZ_c000_f003930.jpg
20260422_090858_TVELVZ_c000_f005730.jpg,20260422_090858_TVELVZ,000,right,5730,543795,da34ce3430c38b5a80384a0ebcb407d3,20260422_090858_TVELVZ/chunk_000/vst_right/vst_right_video.mp4,5730,pii/data/face_mine_right/20260422_090858_TVELVZ_c000_f005730.jpg
20260422_090858_TVELVZ_c000_f006390.jpg,20260422_090858_TVELVZ,000,right,6390,564324,1d2f2f821f78a8a4a6659b52c49df3e8,20260422_090858_TVELVZ/chunk_000/vst_right/vst_right_video.mp4,6390,pii/data/face_mine_right/20260422_090858_TVELVZ_c000_f006390.jpg
20260422_090858_TVELVZ_c000_f008250.jpg,20260422_090858_TVELVZ,000,right,8250,569450,bbda902974c88b4f88aa4f2052e38a04,20260422_090858_TVELVZ/chunk_000/vst_right/vst_right_video.mp4,8250,pii/data/face_mine_right/20260422_090858_TVELVZ_c000_f008250.jpg
20260422_090858_TVELVZ_c000_f009780.jpg,20260422_090858_TVELVZ,000,right,9780,565735,c8bdde4f43cf49176b36212865a4fd88,20260422_090858_TVELVZ/chunk_000/vst_right/vst_right_video.mp4,9780,pii/data/face_mine_right/20260422_090858_TVELVZ_c000_f009780.jpg
20260422_090858_TVELVZ_c000_f010470.jpg,20260422_090858_TVELVZ,000,right,10470,525916,97fc49d34b4f7fa4858533eeb960155a,20260422_090858_TVELVZ/chunk_000/vst_right/vst_right_video.mp4,10470,pii/data/face_mine_right/20260422_090858_TVELVZ_c000_f010470.jpg
20260422_090858_TVELVZ_c000_f011070.jpg,20260422_090858_TVELVZ,000,right,11070,543105,1ac0e4d1bfa7066fa17e7e9364df5d5e,20260422_090858_TVELVZ/chunk_000/vst_right/vst_right_video.mp4,11070,pii/data/face_mine_right/20260422_090858_TVELVZ_c000_f011070.jpg
20260422_094411_LKRQMZ_c000_f001470.jpg,20260422_094411_LKRQMZ,000,right,1470,526676,aeb9c6e4d60d681e8ecc33fbf9c57f5d,20260422_094411_LKRQMZ/chunk_000/vst_right/vst_right_video.mp4,1470,pii/data/face_mine_right/20260422_094411_LKRQMZ_c000_f001470.jpg
20260422_094411_LKRQMZ_c000_f001560.jpg,20260422_094411_LKRQMZ,000,right,1560,527084,4be65d9dbe1ac8c809c6adee9c510dd8,20260422_094411_LKRQMZ/chunk_000/vst_right/vst_right_video.mp4,1560,pii/data/face_mine_right/20260422_094411_LKRQMZ_c000_f001560.jpg
20260422_094411_LKRQMZ_c000_f003240.jpg,20260422_094411_LKRQMZ,000,right,3240,567818,f6c49a8ce7450ebf369bfbbcf8ed17be,20260422_094411_LKRQMZ/chunk_000/vst_right/vst_right_video.mp4,3240,pii/data/face_mine_right/20260422_094411_LKRQMZ_c000_f003240.jpg
20260422_094411_LKRQMZ_c000_f003870.jpg,20260422_094411_LKRQMZ,000,right,3870,525998,9c01dd8b749771ab38383a6ce60d90e1,20260422_094411_LKRQMZ/chunk_000/vst_right/vst_right_video.mp4,3870,pii/data/face_mine_right/20260422_094411_LKRQMZ_c000_f003870.jpg
20260422_110607_TLLUKG_c000_f001290.jpg,20260422_110607_TLLUKG,000,right,1290,704038,de94bee124f0a0ce80dc409c70fdc695,20260422_110607_TLLUKG/chunk_000/vst_right/vst_right_video.mp4,1290,pii/data/face_mine_right/20260422_110607_TLLUKG_c000_f001290.jpg
20260423_003016_CNGWDY_c000_f001320.jpg,20260423_003016_CNGWDY,000,right,1320,658710,8269296e56b6283a61ed21424477421b,20260423_003016_CNGWDY/chunk_000/vst_right/vst_right_video.mp4,1320,pii/data/face_mine_right/20260423_003016_CNGWDY_c000_f001320.jpg
20260423_003016_CNGWDY_c000_f001440.jpg,20260423_003016_CNGWDY,000,right,1440,681567,ddd9029d6cbc5577a283f231cd342fb1,20260423_003016_CNGWDY/chunk_000/vst_right/vst_right_video.mp4,1440,pii/data/face_mine_right/20260423_003016_CNGWDY_c000_f001440.jpg
20260423_003016_CNGWDY_c000_f001500.jpg,20260423_003016_CNGWDY,000,right,1500,732929,bd6d8fdefcf6c75f63b8b61e3ed06475,20260423_003016_CNGWDY/chunk_000/vst_right/vst_right_video.mp4,1500,pii/data/face_mine_right/20260423_003016_CNGWDY_c000_f001500.jpg
20260423_003016_CNGWDY_c000_f001830.jpg,20260423_003016_CNGWDY,000,right,1830,745546,47e17850c82125206a683411f57933f7,20260423_003016_CNGWDY/chunk_000/vst_right/vst_right_video.mp4,1830,pii/data/face_mine_right/20260423_003016_CNGWDY_c000_f001830.jpg
20260423_003016_CNGWDY_c000_f002550.jpg,20260423_003016_CNGWDY,000,right,2550,816451,ac51c023646ab38ab95b900968e3cbfb,20260423_003016_CNGWDY/chunk_000/vst_right/vst_right_video.mp4,2550,pii/data/face_mine_right/20260423_003016_CNGWDY_c000_f002550.jpg
20260423_003016_CNGWDY_c000_f002850.jpg,20260423_003016_CNGWDY,000,right,2850,735076,87eaffd17a63fa9a95d11e9674cb7c20,20260423_003016_CNGWDY/chunk_000/vst_right/vst_right_video.mp4,2850,pii/data/face_mine_right/20260423_003016_CNGWDY_c000_f002850.jpg
20260423_003016_CNGWDY_c000_f003210.jpg,20260423_003016_CNGWDY,000,right,3210,674273,f340429d00ab628e18aa2165968e17a1,20260423_003016_CNGWDY/chunk_000/vst_right/vst_right_video.mp4,3210,pii/data/face_mine_right/20260423_003016_CNGWDY_c000_f003210.jpg
20260423_004937_EQWWDK_c000_f003120.jpg,20260423_004937_EQWWDK,000,right,3120,843566,e5f973191b2491126da8f2640b7312a2,20260423_004937_EQWWDK/chunk_000/vst_right/vst_right_video.mp4,3120,pii/data/face_mine_right/20260423_004937_EQWWDK_c000_f003120.jpg
20260423_004937_EQWWDK_c000_f005880.jpg,20260423_004937_EQWWDK,000,right,5880,839194,d6f0b6ccd54b1c28623351c6649e8988,20260423_004937_EQWWDK/chunk_000/vst_right/vst_right_video.mp4,5880,pii/data/face_mine_right/20260423_004937_EQWWDK_c000_f005880.jpg
20260423_004937_EQWWDK_c000_f007050.jpg,20260423_004937_EQWWDK,000,right,7050,841156,88c46ef9f764de8581bd3312fd959a9b,20260423_004937_EQWWDK/chunk_000/vst_right/vst_right_video.mp4,7050,pii/data/face_mine_right/20260423_004937_EQWWDK_c000_f007050.jpg
20260423_004937_EQWWDK_c000_f007260.jpg,20260423_004937_EQWWDK,000,right,7260,850448,3f6799cfa60938ff556955d60959adf6,20260423_004937_EQWWDK/chunk_000/vst_right/vst_right_video.mp4,7260,pii/data/face_mine_right/20260423_004937_EQWWDK_c000_f007260.jpg
20260423_004937_EQWWDK_c000_f007680.jpg,20260423_004937_EQWWDK,000,right,7680,852672,afe2de86fd6ae4f8d5baf13d8a72b19d,20260423_004937_EQWWDK/chunk_000/vst_right/vst_right_video.mp4,7680,pii/data/face_mine_right/20260423_004937_EQWWDK_c000_f007680.jpg
20260423_011810_EDJTCK_c000_f002160.jpg,20260423_011810_EDJTCK,000,right,2160,479885,e602de1b3fb338775a1abefb23ad0f3f,20260423_011810_EDJTCK/chunk_000/vst_right/vst_right_video.mp4,2160,pii/data/face_mine_right/20260423_011810_EDJTCK_c000_f002160.jpg
20260423_011810_EDJTCK_c000_f002370.jpg,20260423_011810_EDJTCK,000,right,2370,497618,6a857fd8532c8a2fe96cd237531f2fb6,20260423_011810_EDJTCK/chunk_000/vst_right/vst_right_video.mp4,2370,pii/data/face_mine_right/20260423_011810_EDJTCK_c000_f002370.jpg
20260423_011810_EDJTCK_c000_f002430.jpg,20260423_011810_EDJTCK,000,right,2430,490358,7a46f0620b7f652a3cc8166f6dfb8074,20260423_011810_EDJTCK/chunk_000/vst_right/vst_right_video.mp4,2430,pii/data/face_mine_right/20260423_011810_EDJTCK_c000_f002430.jpg
20260423_011810_EDJTCK_c000_f002520.jpg,20260423_011810_EDJTCK,000,right,2520,549410,080a836f18568133ccf0d8abe7a31db2,20260423_011810_EDJTCK/chunk_000/vst_right/vst_right_video.mp4,2520,pii/data/face_mine_right/20260423_011810_EDJTCK_c000_f002520.jpg
20260423_011810_EDJTCK_c000_f002910.jpg,20260423_011810_EDJTCK,000,right,2910,589474,ac49cb9ee8558091f91384697c660a06,20260423_011810_EDJTCK/chunk_000/vst_right/vst_right_video.mp4,2910,pii/data/face_mine_right/20260423_011810_EDJTCK_c000_f002910.jpg
20260423_011810_EDJTCK_c000_f003210.jpg,20260423_011810_EDJTCK,000,right,3210,605917,0c2080d8d03ad2bd5fdaa1e8a3f4ff9d,20260423_011810_EDJTCK/chunk_000/vst_right/vst_right_video.mp4,3210,pii/data/face_mine_right/20260423_011810_EDJTCK_c000_f003210.jpg
