image,session,chunk,eye,frame_idx,size,md5,scene,width,height,src_path,oss_key
0_Parade_Parade_0_138.jpg,0--Parade,,,,645933,4dd6c4572af90cf06069c778e8303257,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_138.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_138.jpg
0_Parade_Parade_0_140.jpg,0--Parade,,,,661253,8942b67ab2470e6c105efc47b87cc9e1,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_140.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_140.jpg
0_Parade_Parade_0_142.jpg,0--Parade,,,,656482,aecd013fdfa9c1d697d3c2919c9aeddf,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_142.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_142.jpg
0_Parade_Parade_0_145.jpg,0--Parade,,,,633990,d5424a09a8f25936d6e336f2e76224fe,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_145.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_145.jpg
0_Parade_Parade_0_148.jpg,0--Parade,,,,623566,7bcc45b43ed29db85f66d062d0e1ea7e,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_148.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_148.jpg
0_Parade_Parade_0_15.jpg,0--Parade,,,,507596,2445e7a1a2406b1e4c9d246fb9bfe458,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_15.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_15.jpg
0_Parade_Parade_0_152.jpg,0--Parade,,,,512032,45442d751e503c5e1c8967f823340dd9,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_152.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_152.jpg
0_Parade_Parade_0_156.jpg,0--Parade,,,,529950,45865b4a5d91145e92b1a4bdda9b70ea,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_156.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_156.jpg
0_Parade_Parade_0_162.jpg,0--Parade,,,,544855,560a0859cfd26062ab150ba115dd4168,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_162.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_162.jpg
0_Parade_Parade_0_167.jpg,0--Parade,,,,782342,dae7ce439883bb6152b55cbd69dd544f,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_167.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_167.jpg
0_Parade_Parade_0_17.jpg,0--Parade,,,,644750,b54b88bba434678053489989799bf053,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_17.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_17.jpg
0_Parade_Parade_0_171.jpg,0--Parade,,,,702382,5e14de3b85553de94f067c0c91e307b8,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_171.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_171.jpg
0_Parade_Parade_0_176.jpg,0--Parade,,,,651925,6b21102d22d99a57ae47efa37e640c70,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_176.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_176.jpg
0_Parade_Parade_0_178.jpg,0--Parade,,,,503108,9fab32931cf8a5ecdbc5323050435509,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_178.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_178.jpg
0_Parade_Parade_0_179.jpg,0--Parade,,,,681674,d314313612357c3f7052dd960fb62ea8,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_179.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_179.jpg
0_Parade_Parade_0_180.jpg,0--Parade,,,,618783,739e8190423b8ff3f952b13f26f9f21d,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_180.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_180.jpg
0_Parade_Parade_0_181.jpg,0--Parade,,,,418513,87224c441d1bfc79cd088dfea0212190,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_181.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_181.jpg
0_Parade_Parade_0_183.jpg,0--Parade,,,,596106,03e2444ad3889f9c2bbdb6cfe84ee15a,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_183.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_183.jpg
0_Parade_Parade_0_184.jpg,0--Parade,,,,613386,6d6a9d72e59b9eb06fa6912ecc75cb33,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_184.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_184.jpg
0_Parade_Parade_0_185.jpg,0--Parade,,,,680272,c4e2275aa253ae4205a6af132340d7d9,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_185.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_185.jpg
0_Parade_Parade_0_188.jpg,0--Parade,,,,742779,86b16082da6333f41b0b462874414c8c,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_188.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_188.jpg
0_Parade_Parade_0_191.jpg,0--Parade,,,,611349,c26a77592572b2b6db92029cda94f3d9,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_191.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_191.jpg
0_Parade_Parade_0_192.jpg,0--Parade,,,,666038,e4007efb8774628a93827dc776a58993,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_192.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_192.jpg
0_Parade_Parade_0_193.jpg,0--Parade,,,,748599,0ae6932dbc69f7d94b8ba9121d63c543,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_193.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_193.jpg
0_Parade_Parade_0_195.jpg,0--Parade,,,,820900,cf84c84dadf3f8c8f5f26e0b6e0aab14,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_195.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_195.jpg
0_Parade_Parade_0_202.jpg,0--Parade,,,,745860,7dd12f2e8342237fe41e7affd92def89,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_202.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_202.jpg
0_Parade_Parade_0_204.jpg,0--Parade,,,,626850,6601e683b71928d600f59101d1fa768f,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_204.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_204.jpg
0_Parade_Parade_0_207.jpg,0--Parade,,,,566728,3ea4ca3edb5da5646a07f6bc841038ff,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_207.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_207.jpg
0_Parade_Parade_0_209.jpg,0--Parade,,,,669375,fb9dd1e00bf898564bf4ee9f729a964c,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_209.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_209.jpg
0_Parade_Parade_0_21.jpg,0--Parade,,,,540775,3e18b594f0d1f7e1743771c12c08f024,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_21.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_21.jpg
0_Parade_Parade_0_212.jpg,0--Parade,,,,545345,9f45c5b522503faebb3f44285d18b389,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_212.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_212.jpg
0_Parade_Parade_0_213.jpg,0--Parade,,,,686668,6877f62f48a6734e4f91563e790a8d1d,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_213.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_213.jpg
0_Parade_Parade_0_219.jpg,0--Parade,,,,660906,b4cd5ca46f1d89eae544afa76c8571d1,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_219.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_219.jpg
0_Parade_Parade_0_220.jpg,0--Parade,,,,588147,b3f8cc98615477ac01d2bf7263088bf7,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_220.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_220.jpg
0_Parade_Parade_0_222.jpg,0--Parade,,,,545883,f5fc3db4de9d812cb92377558582f5eb,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_222.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_222.jpg
0_Parade_Parade_0_226.jpg,0--Parade,,,,615384,46f60832d9edcabd5f9d29d629004be8,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_226.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_226.jpg
0_Parade_Parade_0_228.jpg,0--Parade,,,,567167,bd64dd9983abb5971f6fa491552ae525,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_228.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_228.jpg
0_Parade_Parade_0_233.jpg,0--Parade,,,,548909,206e03b2d778538ebc27a93e0b6e8208,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_233.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_233.jpg
0_Parade_Parade_0_234.jpg,0--Parade,,,,657023,604a46903f597f2702be1da35b052524,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_234.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_234.jpg
0_Parade_Parade_0_237.jpg,0--Parade,,,,523635,8cce763db66ff6da9a68962d8d877b0d,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_237.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_237.jpg
0_Parade_Parade_0_238.jpg,0--Parade,,,,637622,1e2220916bc18806bd9e47757b94f784,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_238.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_238.jpg
0_Parade_Parade_0_24.jpg,0--Parade,,,,574612,805b2ac09f80e69afaaef33e52378621,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_24.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_24.jpg
0_Parade_Parade_0_242.jpg,0--Parade,,,,337405,b7b774654b4950a93aae565c4ffd7f1d,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_242.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_242.jpg
0_Parade_Parade_0_245.jpg,0--Parade,,,,707010,82b18eb6b79f00d83ec29978a0912b76,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_245.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_245.jpg
0_Parade_Parade_0_248.jpg,0--Parade,,,,716834,ced1327b114348c5a2bec29c4775ee40,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_248.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_248.jpg
0_Parade_Parade_0_250.jpg,0--Parade,,,,650031,e264ee1ae03dcac754ff234d81a828d3,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_250.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_250.jpg
0_Parade_Parade_0_253.jpg,0--Parade,,,,672031,d6e9da0a0601f0e763d7d102bc458fc0,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_253.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_253.jpg
0_Parade_Parade_0_254.jpg,0--Parade,,,,651089,8cf4b0bbd2a6ded98a8404cc1a9068ab,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_254.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_254.jpg
0_Parade_Parade_0_26.jpg,0--Parade,,,,721337,c3c3855138e586b6b6c1309cc11aa242,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_26.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_26.jpg
0_Parade_Parade_0_260.jpg,0--Parade,,,,640417,3d0272be7d6485ea5891c14f16ab2664,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_260.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_260.jpg
0_Parade_Parade_0_27.jpg,0--Parade,,,,546672,06782b4f742ce8dbc21da4dfe1e1b515,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_27.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_27.jpg
0_Parade_Parade_0_271.jpg,0--Parade,,,,532196,c808854614de102a82941763508d9c77,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_271.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_271.jpg
0_Parade_Parade_0_272.jpg,0--Parade,,,,648858,5985a4515fcdb2382467c22a7fecb82b,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_272.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_272.jpg
0_Parade_Parade_0_278.jpg,0--Parade,,,,920608,a4d390f36123e7ce1b3f76df674c6447,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_278.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_278.jpg
0_Parade_Parade_0_283.jpg,0--Parade,,,,659325,678c41e1e6d3cb2d01811c441f5a28ee,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_283.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_283.jpg
0_Parade_Parade_0_3.jpg,0--Parade,,,,430765,a1a809c12e5986631bb0c34fe6695ffc,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_3.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_3.jpg
0_Parade_Parade_0_304.jpg,0--Parade,,,,578287,6a84a7689facc21d4870811445b69121,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_304.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_304.jpg
0_Parade_Parade_0_306.jpg,0--Parade,,,,650330,2a4c8396bc788d7e3f33a9eff4d2c8a4,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_306.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_306.jpg
0_Parade_Parade_0_31.jpg,0--Parade,,,,661574,0a06a6d3f46d9314217156b5b0e282f2,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_31.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_31.jpg
0_Parade_Parade_0_315.jpg,0--Parade,,,,676382,810a2375df3167e7955fcfb93813334a,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_315.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_315.jpg
0_Parade_Parade_0_322.jpg,0--Parade,,,,827651,48dd8a97b3722ddf0d0b019d81e409ec,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_322.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_322.jpg
0_Parade_Parade_0_324.jpg,0--Parade,,,,568645,d58852caa8f3119046d73430727ecaa9,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_324.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_324.jpg
0_Parade_Parade_0_325.jpg,0--Parade,,,,554150,4cb8be213a17f6c135919ff393367211,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_325.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_325.jpg
0_Parade_Parade_0_326.jpg,0--Parade,,,,452006,439255aeeb4aefc8974773a04f62e76b,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_326.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_326.jpg
0_Parade_Parade_0_327.jpg,0--Parade,,,,520724,fc7ee1e46e97fe067f45a3d9cf046e71,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_327.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_327.jpg
0_Parade_Parade_0_33.jpg,0--Parade,,,,729859,f7a0533eb6171f946d3a7ba8be6edcb7,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_33.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_33.jpg
0_Parade_Parade_0_332.jpg,0--Parade,,,,746120,7cdcedf463f802c3dd582d8b27482bc2,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_332.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_332.jpg
0_Parade_Parade_0_336.jpg,0--Parade,,,,373013,173cc745b737f1f4c0477ceb3136d6a0,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_336.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_336.jpg
0_Parade_Parade_0_337.jpg,0--Parade,,,,723708,c98ac3d9205244326539605a4bd2f412,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_337.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_337.jpg
0_Parade_Parade_0_342.jpg,0--Parade,,,,554127,aadbcbd40f2c0632a780d0581febe3cb,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_342.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_342.jpg
0_Parade_Parade_0_343.jpg,0--Parade,,,,603616,3e484c670a4764b59a038238e3642efc,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_343.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_343.jpg
0_Parade_Parade_0_35.jpg,0--Parade,,,,756033,38849a1ee639d6f3449f369549e84a95,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_35.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_35.jpg
0_Parade_Parade_0_352.jpg,0--Parade,,,,542304,6689b1bbd3d37dd372f34fffd8af3468,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_352.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_352.jpg
0_Parade_Parade_0_357.jpg,0--Parade,,,,415237,d989cf747546ba4683c1c71eb287046f,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_357.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_357.jpg
0_Parade_Parade_0_359.jpg,0--Parade,,,,521292,58c4dca237ea4e80c9727f748d47d557,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_359.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_359.jpg
0_Parade_Parade_0_361.jpg,0--Parade,,,,851938,5c1854a53d56da892ccdcbf5851dd89c,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_361.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_361.jpg
0_Parade_Parade_0_363.jpg,0--Parade,,,,557290,bc1fc8dae38d1252b2e2f2037f14c090,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_363.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_363.jpg
0_Parade_Parade_0_37.jpg,0--Parade,,,,640666,dca730d6a1099436cd455aec12ff45d4,0--Parade,2328,1748,/data/esteban/pii/datasets/wider_fisheye_v2/images/0--Parade/0_Parade_Parade_0_37.jpg,pii/data/wider_fisheye_fill/0_Parade_Parade_0_37.jpg
